antigüedad,cuartos,cuartosdebaño,estacionamiento,metroscuadradostotales,precio,titulo,latitud,longitud,preciomt2
20,3,4,2,570,280000,Vendo Amplia y Hermosa Casa en Colinas de Los Ceibos,-2.163047,-79.94707440000002,491.2280701754386
10,2,3,1,114,115000,"Venta de Departamento, Condominio Terra 3, Ceibos",-2.1618841,-79.94355680000001,1008.7719298245614
25,8,8,2,2000,1350000,Vendo Casa Grande Los Olivos Av Leopoldo Carrera,-2.171083359113553,-79.94209527682949,675.0
0,4,4,2,350,360000,Vendo Via Samborondon. Linda Casa Estreno. Piscina. 4 Habitaciones. $360.000,,,1028.5714285714287
0,4,5,2,500,585000,Estrene Villa Al Lago Excelente Precio y Acabados 4 Dorm,-2.1956335,-79.91577940000002,1170.0
5,3,3,2,220,258000,Venta Hermosa Casa en Ciudad Celeste,-2.07179360121206,-79.84207850322787,1172.7272727272727
0,3,2,1,105,105000,Venta de Casa a Estrenar en Villa Club Kripton,-2.191526053604974,-79.88158962297365,1000.0
30,4,3,4,180,115000,Vendo Casa en Samanes 1. (Sin Intermediarios),-2.114652890950749,-79.90581689367065,638.8888888888889
15,3,3,1,140,110000,Se Vende Linda Casa en Guayacanes,-2.1178097,-79.89268090000002,785.7142857142857
0,5,5,0,210,415000,Samborondon Las Riveras Casa a Estrenar en Venta,-2.191526053604974,-79.88158962297365,1976.1904761904761
15,3,3,2,926,700000,Urb El Río Casa de Venta,-2.271652498184291,-78.9993077470703,755.939524838013
0,3,2,1,100,88000,Venta - Urb. La Perla: Casa por Estrenar de 3 Dorm.,-2.075807,-79.92131719999998,880.0
15,5,6,4,690,1150000,Casa - Guayaquil,-2.185610399999999,-79.9899024,1666.6666666666667
15,4,5,2,512,490000,Ciudadela Privada Exclusiva Av Leopoldo Carrera,-2.166618,-79.94506179999996,957.03125
5,3,2,2,100,67000,Vendo Bonita Casa en Málaga 2 - Vía Salitre,-2.0206313,-79.86745050000002,670.0
4,6,8,2,961,1399000,Venta de Casa con Vista Al Lago en Samborondon,-2.1403254,-79.8636998,1455.7752341311134
0,4,4,2,480,480000,Vendo Casa Moderna en Isla Mocoli. de Estreno,-2.103258580671302,-79.85977828919982,1000.0
0,3,3,0,96,63950,Vendo Hermosa Casa a Estrenar en Mi Lote/villa Bonita/km 16 Vía a Daule.,-2.062149511606544,-79.97582676499025,666.1458333333334
0,4,4,0,540,850000,Linda Villa Nueva de Venta en Aires de Batan,-2.0772653,-79.87343659999999,1574.0740740740741
0,2,1,1,81,45000,"Venta de Casa, Sauces 3, Norte de Guayaquil",-2.128878529540255,-79.89176987514645,555.5555555555555
12,4,4,2,380,325000,Hermosa y Comoda Casa en Samborondon,-2.132206171361813,-79.87254429067991,855.2631578947369
0,3,1,2,128,179900,Se Venden Casas en Puerto Azul en Blue Village Guayaquil,-2.189258854883414,-79.96493716043551,1405.46875
30,4,3,0,204,130000,Vendo Casa Urdesa Central,-2.166123793087345,-79.91167234129125,637.2549019607843
15,4,4,1,251,185000,Casa en Venta Via a La Costa Puerto Azul Cuatro Dorm. con Baño Terraza,-2.190522848930673,-79.9702012402588,737.0517928286853
7,4,4,4,2240,650000,Excelente Casa en Venta 730 m² - Vía a Samborondon (Cód. 624),-2.271652498184291,-78.9993077470703,290.17857142857144
8,3,3,2,400,425000,"Samborondon Km 8 - Casa 3 Dorm. - Us$425,000",-2.1257004,-79.86326789999998,1062.5
15,4,4,0,250,205000,Vendo Via a La Costa. Linda Casa. 4 Habitaciones. Piscina. $205.000,-2.181853860848055,-79.98271176132192,820.0
4,3,4,1,240,295000,Plaza Real 240 Const - 240 Terreno,,,1229.1666666666667
0,3,3,1,105,98500,Venta de Casa Urb. La Joya Hermosa Via a Samborondon Diseño Exclusivo 2 Plantas,-2.029610362078491,-79.92039390268553,938.0952380952381
0,4,4,1,600,750000,Se Vende Casa Moderna en Isla Mocoli Etapa Blue Bay,-2.1043031,-79.86048310000001,1250.0
8,4,3,2,204,260000,En Venta Linda Casa en Km 3 Vía Samborondon con 4 Dorm.,-2.1262443,-79.86555859999999,1274.5098039215686
0,3,3,2,335,415000,"Casa Duplex en Proyecto, Entrega Enero 2020",-2.085503015388085,-79.87406778540037,1238.8059701492537
30,12,12,4,1168,410000,"Propiedad de Venta Cdla Urdesa, Área Construcciones 1066,55 m² y Terreno 1167,74",-2.151725400000001,-79.90486529999998,351.027397260274
14,4,3,1,269,259000,Venta de Casa en Samborondon Km 2.5,-2.1301121,-79.865226,962.8252788104089
5,4,3,2,100,76000,Casa de Venta en Urbanización Villa del Rey.,-2.018718870359281,-79.91789289895019,760.0
5,3,3,2,520,440000,Casa de Venta en Samborondon,-2.110561701208355,-79.87235966508177,846.1538461538462
15,0,0,0,1560,950000,Casa con Espectacular Vista Al Lago!,-2.112218073202756,-79.87090488941038,608.974358974359
3,4,4,2,195,189000,Vendo Hermosa Casa Urb. Ciudad Celeste Samborondón,-2.066687000676583,-79.84264028175352,969.2307692307693
6,3,5,4,454,355000,Samborondon Km 7 Laguna del Sol Villa T454 m² C280 m² Piscina Sauna Pergola 3d,-2.0928934,-79.87098370000001,781.9383259911895
10,3,3,1,165,90000,"Venta de Casa en Sevilla 2, Salinas",-2.2176399,-79.92290630000002,545.4545454545455
6,2,1,0,129,90000,Vendo Casa Linda y Acogedora en Barrio del Seguro,-2.2176786,-79.89618000000002,697.6744186046511
10,4,3,2,140,140000,Hermosa Casa de Venta en Ciudadela Guayacanes.,-2.11714911977476,-79.89230868752725,1000.0
15,3,2,0,138,52000,En Venta Departamento Amplio - Centro de Guayaquil - J. Moncada,-2.2018925,-79.8954076,376.81159420289856
6,3,3,0,127,105000,"Casa en Venta, Urbanizacion Castilla - G. Higuera",-2.0495844,-79.91469230000001,826.7716535433071
10,4,4,2,500,480000,Casa 4 Dorm. Estudio Piscina Renta Us$2.800 Venta Us$480.000,,,960.0
0,1,1,4,482,269000,Venta de Villa Esquinera con Suite y Departamento Renteros,-2.1674329,-79.9415525,558.0912863070539
1,0,0,0,440,217000,"Casa en Venta, Ciudad Celeste, La Cristalina, Vía Samborondón",-2.07179360121206,-79.84207850322787,493.1818181818182
12,4,4,4,950,700000,Casa en Urbanización El Rio Se Vende,-2.13511510382098,-79.86246950305787,736.8421052631579
7,3,2,2,128,65000,"Casa de Venta en La Joya, 3 Dorm., Remodelación Inscrita.",-2.053850318861618,-79.91808379050445,507.8125
5,3,4,1,190,100000,"De Venta Casa en Urb. Milan Etapa Verona, Vía Salitre",-2.023006827012146,-79.86936821643064,526.3157894736842
6,4,4,2,420,345000,Vendo Via Samborondon Hermosa Casa. 4 Habitaciones. Piscina. $345.000,-2.017903185137141,-79.86707746483341,821.4285714285714
40,5,6,4,835,365000,Ciudadela de Los Ceibos - Venta Casa de 5 Dorm. Usd 365.000,-2.172801223422427,-79.9426903905387,437.125748502994
0,5,5,3,825,800000,"Lagos de Batan, Vendo Casa de Estreno Vista Al Canal",-2.101989,-79.876981,969.6969696969697
0,4,4,2,405,445026,Urb. Mocoli Casa de Venta de Estreno Km 6,-2.2174994,-79.92377379999999,1098.8296296296296
8,4,4,2,454,330000,Se Vende Hermosa Casa 454 m² La Ribera Samborondon,-2.0744394,-79.89056310000001,726.8722466960353
35,8,7,8,1315,570000,"Casa Amplia con Piscina en Venta en Los Almendros, Sur de Guayaquil",-2.228940784186006,-79.89198595131222,433.4600760456274
18,4,3,3,640,460000,Puerto Azul Villa Tipo Mediterraneo Frente Al Parque Av Principal,-2.187581016656953,-79.96821481985171,718.75
0,1,2,4,700,690000,Venta de Hermosa Casa Sector Ceibos,-2.3839594,-80.3558752,985.7142857142857
10,3,2,0,320,135000,Venta de Casa Rentera en Sauces 9,-2.191526053604974,-79.88158962297365,421.875
5,3,3,1,220,280000,Casa de Venta en Central Park - Via Samborondon,-2.13053696731272,-79.86823037263031,1272.7272727272727
10,3,3,0,125,75000,Casa en Venta Sauces 2 Al Norte de Guayaquil,-2.14179300774517,-79.8887719538418,600.0
9,0,3,1,180,228000,"Linda Casa en Venta Ciudad Celeste, Acabados de Lujo - Samborondón",-2.0715709,-79.84227920000001,1266.6666666666667
10,4,4,2,301,350000,Casa de Venta en Vista Sol en Vía Samborondón,-2.087339767999961,-79.87293762683106,1162.7906976744187
0,1,2,4,270,269900,Casa - Vía a La Costa,-2.192115999999999,-79.9668308,999.6296296296297
9,3,2,0,271,139000,Casa en Venta en Acuarela del Rio,-2.1346815,-79.8842826,512.9151291512915
0,3,3,0,241,114000,Casa en Venta en La Joya Zafiro (Esquinero) 235 m² Terreno,-2.040935525520933,-79.91437240707091,473.02904564315355
1,4,5,2,280,243000,"Venta de Casa, 280 m² en Urb. Terranostra Via a La Costa",-2.1841408,-79.9988151,867.8571428571429
0,4,4,2,300,260000,Vicrieel Casa 4 Dorm. 1 en Planta Baja Piscina Us$260.000 Negociables,-2.054355745558918,-79.89834217567136,866.6666666666666
2,5,7,2,450,430000,"Casa Moderna en La Puntilla, 5 Dorm, Piscina, Jacuzzi, A/c. 450 m²",-2.154315303094477,-79.86580151741049,955.5555555555555
12,4,4,2,540,460000,Se Vende Espectacular Casa en Samborondon Km4,-2.2174994,-79.92377379999999,851.8518518518518
5,4,5,1,590,555000,Casa en Venta en Urbanización El Río Vía a Samborondón,-2.13511510382098,-79.86246950305787,940.6779661016949
0,3,3,1,96,58000,En Venta Hermosa Casa en Urb. Villa Bonita - L. Molina,-2.1040544,-79.9351168,604.1666666666666
8,5,5,2,697,650000,Moderna Casa 5d con Piscina en Sambrorondon Km 5.5,-2.137255377305543,-79.8661011411591,932.5681492109039
10,4,5,2,540,550000,Vendo Villa Samborondon Urbanizacion San Isidro con Piscina,-2.119341432678866,-79.86890762917898,1018.5185185185185
1,3,3,2,275,245000,Ubicación. - Via a La Costa Urb. Portofino. Casa de Estreno,-2.3839594,-80.3558752,890.9090909090909
0,3,2,1,122,69000,"Venta de Casa de 2 Plantas en Urb Villa del Rey, Modelo Palacio 5b",-2.076758,-79.9401216,565.5737704918033
5,3,2,2,102,105000,"Hermosa Casa de Venta en La Joya, Etapa Coral, Remodelada.",-2.053850318861618,-79.91808379050445,1029.4117647058824
18,3,3,0,280,115000,Venta de Casa en Floresta 2,-2.248790862262368,-79.88407560024717,410.7142857142857
0,3,2,1,226,205000,Venta - Casa - Urbanización Punta Esmeralda,-2.1883249,-80.02556779999998,907.0796460176991
20,3,2,2,257,129000,Urdesa Central Villa Una Planta a Una Cuadra de La Victor Emilio Estrada,-2.1690471,-79.9066383,501.9455252918288
0,4,5,2,400,499999,Casa en Construccion Isla Mocoli Samborondon 4 Dorm. Estreno Venta,-2.102442901125957,-79.8670732875496,1249.9975
10,3,2,1,112,100000,Casa - Samborondón,-2.0380771,-79.8701254,892.8571428571429
15,4,7,3,510,380000,"Casa en Km 6 Via Samborondon, 4 Dorm, c/u con Bano, Piscina.",-2.112232685159801,-79.87056822988586,745.0980392156863
12,3,2,2,600,590000,Vendo Hermosa Casa en Cdla. Puerto Azul Via a La Costa con Piscina y Jacuzzi,-2.1917236,-79.96393560000001,983.3333333333334
3,4,4,2,183,190000,Se Vende Casa de Lujo en Bali,-2.0508349,-79.90230079999998,1038.2513661202186
0,4,3,2,113,138705,Costalmar 2 - Murcia,-2.19127586015,-80.047864343,1227.4778761061948
10,5,7,1,400,167000,Venta de Casa en Garzota 2,-2.191526053604974,-79.88158962297365,417.5
7,5,4,2,223,190000,Vendo Hermosa Casa en Cdla. Puerto Azul,-2.1962869,-79.96814499999999,852.0179372197309
6,3,3,3,168,125000,"Casa de Venta en Urbanización Villa Club, Etapa Aura.",-2.050333348311722,-79.8927189026245,744.047619047619
9,4,3,0,156,68000,Oportunidad Casa Rentera Esquinera en Mucho Lote 1 - S. Orozco,-2.079577,-79.92215870000001,435.8974358974359
20,2,2,0,82,37000,"Coop. 7 de Julio - Prosperina, Venta de Casa Al Norte Guayaquil",-2.2510215,-79.89341530000002,451.219512195122
0,4,3,1,248,179900,"Casa de Venta en Puerto Azul, Km 2 Via La Costa, Guayaquil",-2.190400641484351,-79.96794659895022,725.4032258064516
12,3,2,1,160,110000,"Casa en Venta en La Urb. Villa Club Etapa Boreal, Vía Aurora",-2.0451121,-79.89117060000001,687.5
6,3,2,1,180,180,Vendo Casa en Ciudad Celeste.,-2.071613787296468,-79.84206462327882,1.0
4,3,3,0,109,75000,"Vendo Casa en Villa del Rey $75,000 Negociables",-2.022048587719937,-79.91799876791993,688.0733944954128
0,3,3,2,157,305000,Estrene Casa en Mocoli Vista Al Rio Urbanización Exclusiva,-2.104158358380436,-79.86055015522538,1942.6751592356688
7,0,3,2,160,135000,Hermosa Casa en Matices,-2.058186918530874,-79.87630970157471,843.75
40,3,3,6,742,258000,Vendo Amplia Casa en Ave Principal de Urdesa Sector Comercial - Residencial,-2.1584054,-79.90457709999998,347.7088948787062
0,3,3,2,140,135000,Villa Club Vendo Casa Estreno $135.000,-2.035065194265026,-79.89688169101561,964.2857142857143
7,3,3,1,139,70000,"Casa en Venta, Urb. Malaga 2, Vía Salitre",-2.0206313,-79.86745050000002,503.59712230215825
32,4,4,2,540,270000,Hermosa Casa en Venta Lomas de Urdesa,-2.166320149520022,-79.90541029734499,500.0
3,3,3,2,180,285000,"Linda Casa 3 Anos de Construccion, en Una de Las Mejores Ciudadelas",-2.1883249,-80.02556779999998,1583.3333333333333
0,3,3,2,150,140000,"Venta de Casa 3 Dorm. Via a La Costa, Costabrisa",-2.193749722104528,-80.05135992188718,933.3333333333334
0,4,5,0,504,585000,Villa Al Lago,-2.1956335,-79.91577940000002,1160.7142857142858
0,3,3,2,180,190000,Alquiler o Venta Via a La Costa Casa 3 Dorm en Punta Esmeralda,-2.24087747648122,-80.11940249838187,1055.5555555555557
10,3,2,1,181,145000,Venta de Casa Via a La Costa Terranostra - Mariuxi Rugel,-2.184958253079767,-79.98776697218665,801.1049723756906
30,4,3,2,225,200000,"Venta Casa, Cdla. Vernaza, Norte Guayaquil",-2.1522715,-79.89198110000001,888.8888888888889
5,3,3,3,196,96000,"Urb. La Joya Etapa Ópalo, Venta de Propiedad de Dos Pisos.",-2.046665273653481,-79.9114201526184,489.7959183673469
8,5,4,1,265,250000,Sector Uees Amplia Casa 4 Dorm. Mas Suite en Planta Baja,-2.193574274383247,-79.87132120336912,943.3962264150944
5,3,4,2,250,239000,Via a La Costa - Terranostra - Se Vende Linda Casa 3d - $,-2.186236754499177,-80.00201489314577,956.0
0,1,2,6,600,700000,Casa - Vía a La Costa,-2.1043031,-79.8604831,1166.6666666666667
6,3,2,1,193,153000,Ciudad Celeste Linda Casa,-2.07179360121206,-79.84207850322787,792.7461139896373
3,4,3,1,208,185000,"Amplia Casa en Coop. Limonal, 4 Dorm.",-2.132463198007901,-79.88034193383788,889.4230769230769
8,4,5,2,455,435000,Vendo Linda Casa de 4 Dorm. en Samborondón,-2.082085910194585,-79.87252865239259,956.0439560439561
30,3,2,3,780,325000,Vendo Casa en Urdesa con Piscina,-2.165144596753915,-79.90192834096979,416.6666666666667
35,2,2,0,160,110000,"En Venta Casa en Alamos Norte, Norte de Guayaquil",-2.132345267738844,-79.90906833453215,687.5
10,4,6,8,1100,885000,"Venta Casa Rinconada del Lago, 1.100 m², Vista Al Lago. Km 2",-2.1302958,-79.86118320000003,804.5454545454545
25,5,3,0,300,220000,En Venta Propiedad Comercial en Urdesa Central - A. Cobos,-2.167907,-79.9111752,733.3333333333334
25,3,3,0,105,70000,Vendo Casa Linda y Acogedora Sector Sur Oeste /bm,-2.224965638803024,-79.89527042698364,666.6666666666666
3,4,7,5,2286,745000,Casa de Venta Estilo Campestre en Samborondon,-2.086403640419772,-79.86964750494383,325.89676290463694
0,1,2,3,164,185000,Vendo Casa Garzota Sector Norte - Dos Plantas por Estrenar,-2.1478685,-79.8929407,1128.0487804878048
35,0,6,1,450,169000,"Casa Rentera en Santa Mónica, a Una Cuadra Av 25 Julio",-2.243704867353995,-79.8981362708862,375.55555555555554
20,3,2,1,250,128000,En Venta Casa en Urdesa Central.,-2.166123793087345,-79.91167234129125,512.0
10,4,4,2,478,470000,"Urb Exclusiva - Casa 4 Dorm. - Piscina - Us$470,000",-2.116220055011063,-79.86971105239257,983.2635983263598
4,3,2,2,258,265000,Casa de Venta Central Park,-2.121670358285257,-79.87294837104491,1027.1317829457364
33,0,2,0,270,148000,Casa en Venta 6 de Marzo Entre La C y La D,-2.2057997,-79.88963419999999,548.1481481481482
0,0,0,3,145,49000,Casa Ubicada en La 40ava Entre Chembers y Pancho Segura.,-2.2146809,-79.92136169999998,337.9310344827586
9,3,4,4,1386,475000,Venta de Departamentos Urb. Rinconada del Lago,-2.137079266866969,-79.86305068774413,342.7128427128427
7,0,0,6,800,968000,"Urdesa Central, Corredor Comercial Terreno de 800 m² y 945 m² de Construcción.",-2.161756701170966,-79.91568270879816,1210.0
18,5,4,2,230,285000,"Kennedy Renta y Vta Casa de 5 Hab, Studio, Piscina y Bodegas",-2.167279236597274,-79.8940840092315,1239.1304347826087
0,4,4,2,370,530000,"Venta de Proyecto en Urb. Aires del Batan, Samborondon Cerca de Cc El Dorado",-2.0772653,-79.8734366,1432.4324324324325
0,4,4,2,250,258000,Venta de Casa en Proyecto en Celeste Etapa Arboleda,-2.0715709,-79.8422792,1032.0
5,3,3,2,280,295000,Casa de Venta en Samborondón,-2.271652498184291,-78.9993077470703,1053.5714285714287
0,0,4,2,739,750000,Proyecto - Casa en Venta Vía Samborondón,-2.141112386247962,-79.86812352634922,1014.8849797023004
0,3,2,1,112,85000,Oportunidad! Se Vende Casa por Estrenar en Urbanización La Rioja,-2.0533533,-79.92992629999998,758.9285714285714
0,4,3,2,108,85000,Casa en Metropolis 2 Etapa F,-2.062870319312613,-79.92084826671754,787.0370370370371
4,5,4,2,590,650000,Maravillosa Casa Al Lago.,-2.107913474164039,-79.87217727486876,1101.6949152542372
15,3,2,2,155,118000,Linda Casa de Venta en Sauces 9!,-2.132219426981645,-79.89267285337303,761.2903225806451
15,0,5,1,294,110000,"Linda Casa Tipo Rentera en Sauces, 294 m²",-2.135328,-79.89058139999997,374.1496598639456
5,5,6,4,1200,750000,Espectacular Casa en Olivos,-2.167330509584343,-79.94503690957032,625.0
0,4,4,0,349,460000,Proyecto Nuevo en Terrasol con Lindos Acabados,-2.1956335,-79.91577940000002,1318.051575931232
8,3,2,2,180,140000,Venta de Hermosa Casa en Ciudad Celeste (De Oportunidad),-2.073852189841814,-79.84508257732455,777.7777777777778
21,3,1,0,104,60000,"Sur de Guayaquil. Pradera II, Venta de Propiedad.",-2.240516295330245,-79.89075958154524,576.9230769230769
12,3,3,2,230,290000,Samborondon Casa de Tres Dorm. con Baños en Primeros Kms,-2.14881046332151,-79.86345115316777,1260.8695652173913
33,3,2,2,156,100000,Alborada III Etapa Venta Casa Esq de 3 Hab con Bbq,-2.1426499,-79.90037860000001,641.025641025641
20,4,2,0,105,55000,"Venta de Casa en Las Orquídeas, Norte de Guayaquil",-2.087468948017258,-79.9167950629087,523.8095238095239
29,3,0,0,170,95000,Villa de Una Planta en Alborada 3ra Etapa - A. Espinoza,-2.1426499,-79.90037860000001,558.8235294117648
9,4,3,0,160,235000,"Venta de Casa en Terranostra, Via La Costa",-2.191526053604974,-79.88158962297365,1468.75
5,5,5,1,215,215000,En Venta - Ciudad Celeste: Hermosa Casa de 4 Dorm.. Excelente Estado,-2.072700539097225,-79.8416561577057,1000.0
0,3,4,2,120,110202,Vendo Espectacular y Moderna Casa en Urbanización Casa Laguna.,-2.0502849,-79.902735,918.35
0,4,4,2,400,350000,Vendo Hermosa Casa de Estreno en Isla Mocoli $350.000,,,875.0
10,4,5,0,203,350000,Venta de Casa Semiamoblada en Ciudad Colon!,-2.152600146960933,-79.90689138951382,1724.1379310344828
10,10,6,4,400,215000,Vendo Edificio Casa 3 Pisos Amoblada Norte Guayaquil Alborada 9 Etapa Sector Bancario 400 m²,-2.1393167,-79.90715929999999,537.5
0,4,4,0,642,550000,Villa de Venta en Av Samborondon Km 6,-2.1257004,-79.86326789999998,856.6978193146417
46,4,3,1,160,112000,De Oportunidad Casa en Alborada,-2.1314032,-79.89865020000002,700.0
7,3,2,2,126,67000,Casa en Venta Esquinera Via Samborondon Via Salitre Malaga - Mariuxi Rugel,-2.031227586496248,-79.86827373005406,531.7460317460317
20,3,6,2,700,250000,Casa Hermosa en Venta en Ceibos 700 m²,-2.165375101884629,-79.94620784127807,357.14285714285717
0,5,4,1,112,105000,"Vendo Casa en Urbanización La Rioja, 5 Dorm. - Samborondon",-2.0533533,-79.92992629999998,937.5
5,4,3,2,260,255000,Ciudad Celeste Marina Vía Samborondón Villa T 260 m² C 220 m² Piscina Doble Sala Acabados Lujo,-2.0733153,-79.8389222,980.7692307692307
48,4,3,6,742,280000,"Casa en Venta en Urdesa Norte, Sector Posada de Las Garzas",-2.164208250507297,-79.90330707403143,377.35849056603774
0,3,3,1,230,265000,Villa en Plaza Real 3 Dorm. $265.000,-2.1073055,-79.872252,1152.1739130434783
6,3,2,1,120,95000,Se Vende Linda Casa en Joyas Etapa Turquesa,-2.0495844,-79.91469230000001,791.6666666666666
5,3,2,2,150,95000,"Vendo Casa de Lujo en Urb. Cataluna, 3 Dorm, 150 m²",-2.043800049378354,-79.87068854390259,633.3333333333334
1,3,3,1,160,130000,Mirador del Norte Venta Casa de 3 Hab con Terraza y Bbq,-2.136723,-79.91857060000001,812.5
