antigüedad,cuartos,cuartosdebaño,estacionamiento,metroscuadradostotales,precio,titulo,latitud,longitud,preciomt2
9,2,2,1,115,75000,Venta de Casa en Sambocity Etapa Hollywood Park,-2.191526053604974,-79.88158962297365,652.1739130434783
0,4,2,0,380,330000,Casa de Venta Samborondon 1eros Kilóm,-2.111083748018044,-79.87084865070835,868.421052631579
0,4,4,2,480,495000,"Casa en Proyecto - con Vista Al Parque - Us$495,000",-2.077855045603393,-79.8731254275391,1031.25
10,3,3,1,190,130000,Valle Alto Etapa New York Casa en Venta,-2.191526053604974,-79.88158962297365,684.2105263157895
0,3,3,2,203,289000,Casa en Venta Mocolí - por Estrenar,-2.10673958191159,-79.85786794621043,1423.6453201970444
2,4,5,2,211,260000,"Venta de Linda Casa, en Urb. Colinas del Bosque, Vía a La Costa",-2.1842287,-79.97574639999999,1232.2274881516587
0,3,0,2,259,279000,Venta Casa Urb. Portofino por Estrenar 3 Dorm.,-2.184776968954733,-79.98472174040523,1077.2200772200772
5,3,2,0,110,97000,"Venta de Casa, Urb. Sambocity, Vía Aurora",-2.048957,-79.88287700000001,881.8181818181819
35,2,2,0,160,110000,"Venta de Casa, Alamos Norte, Norte de Guayaquil",-2.132345267738844,-79.90906833453215,687.5
20,4,4,1,530,400000,Casa en Venta en Puerto Azul Vía a La Costa,-2.186348099191937,-79.96722776693423,754.7169811320755
0,3,3,1,436,196500,Casa en Ciudad Celeste - Arboleda,-2.067367838467679,-79.84205019577018,450.6880733944954
2,3,3,2,240,180000,Frente Al Dorado Vendo Casa 3 Dorm.,-2.179856888625167,-79.84043197246092,750.0
15,5,5,4,1300,1150000,Espectacular Casa en Laguna Club con Vista Al Lago,-2.1856104,-79.9899024,884.6153846153846
5,3,3,2,360,272000,Samborondon Moderna Casa de Venta en Estancias del Rio,-2.228911556129015,-79.94348461231687,755.5555555555555
8,4,4,2,625,595000,Vendo Casa Via Samborondon,-2.092968451752491,-79.87362299367066,952.0
6,4,4,2,131,128000,Venta - Casa en Urbanización Villa Club Conjunto Luna,-2.037381197412425,-79.89589736563721,977.0992366412214
0,2,1,4,268,225000,Casa - Norte de Guayaquil,-2.124798,-79.9033585,839.5522388059702
0,4,2,1,74,65000,Vendo Vivienda en Mucho Lote 5ta. Etapa,-2.1169808,-79.906635,878.3783783783783
0,3,3,2,360,450000,Venta y Alquiler Casa Isla Mocoli,-2.102442901125957,-79.8670732875496,1250.0
18,4,4,2,475,275000,Venta de Casa 4 Dorm Km 2.5 Sector Uess Via a Samborondon,-2.127140090535618,-79.86288993548231,578.9473684210526
15,5,5,1,242,250000,"Venta de Casa Al Norte de Guayaquil, Urdenor 2",-2.149320914848173,-79.9072220444275,1033.0578512396694
10,4,4,2,970,490000,Se Vende/ Se Alquila Hermosa Casa Via a La Costa de 1 Planta,-2.192116,-79.96683080000003,505.1546391752577
9,3,2,1,120,85000,Vendo Hermosa Casa Urbanización La Joya de Oportunidad,-2.026819828132007,-79.90837975569457,708.3333333333334
1,0,0,0,2015,1399000,"Casa en Venta, Urbanización Isla Sol, Vía Samborondón",-2.1472172,-79.85978310000002,694.2928039702233
32,2,2,2,225,137000,Venta - Casa de Una Planta con Uso de Suelo Comercial,-2.1314032,-79.89865020000002,608.8888888888889
3,4,5,6,485,690000,Excelente Residencia Isla Mocoli Guayaquil,-2.104158358380436,-79.86055015522538,1422.680412371134
1,3,4,2,220,187000,"Vendo ""Casa"" Ciudad Celeste, Nueva, Buena Ubicación Rosa Elena Piedra",-2.07179360121206,-79.84207850322787,850.0
8,6,6,20,600,1200000,Casa Venta en Puerto Azul con Piscina,-2.192115999999999,-79.9668308,2000.0
0,4,4,2,540,850000,"Urb Aires de Batan - Casa con Vista Al Lago - Us$850,000",-2.0772653,-79.87343659999999,1574.0740740740741
15,6,8,2,600,800000,Vendo Villa Los Parques,-2.1736077,-79.93974509999998,1333.3333333333333
0,1,2,3,140,95000,Volare Casa en Venta,-2.0495844,-79.91469230000001,678.5714285714286
20,5,4,0,160,91000,Alquilo Excelente Casa Rentera en La Alborada 7 Ma Etapa,-2.124798,-79.90335849999997,568.75
4,4,4,2,197,238000,Casa en Venta Urb. Tornero,-2.125515299999999,-79.8695837,1208.1218274111675
0,3,2,1,105,88000,Se Vende Joyas Casa Dos Plantas Etapa Turquesa Estreno,,,838.0952380952381
10,3,3,1,454,415000,Samborondon Laguna del Sol Casa en Venta,-2.191526053604974,-79.88158962297365,914.0969162995594
8,3,3,2,220,195000,Vendo Casa Grande de 3 Dorm. Estudio y Sala de Juego Ciudad Celeste,-2.1136478,-79.8702872,886.3636363636364
29,0,0,0,392,330000,Se Vende Casa Ciudadela Albatros,-2.170915145674083,-79.89320096983641,841.8367346938776
10,4,3,1,125,93000,"En Venta Casa Esquinera, sauces 2 Guayaquil",-2.1389376,-79.88778200000002,744.0
0,4,3,2,207,214000,Ciudad Celeste Proyecto Casa de 4 Dorm.,-2.074902926756008,-79.85795718059603,1033.816425120773
0,3,2,0,120,99000,"Casa en Venta en La Joya, 2 Plantas, 3 Dorm., $99.000",-2.0495844,-79.91469230000001,825.0
0,1,1,4,360,650000,Linda Casa en Aires de Batan Al Lago,-2.077238542806533,-79.87355458164012,1805.5555555555557
40,8,6,0,254,155000,Venta de Casa Rentera en El Sur Oeste de Guayaquil,-2.1964404,-79.90561660000003,610.2362204724409
5,3,1,0,72,55000,Casa con Excelentes Acabados en Venta – Mucho Lote 1,-2.081512379229134,-79.92232992407304,763.8888888888889
11,4,4,3,380,330000,Casa en Venta en Samborondon,-2.1255153,-79.86958370000002,868.421052631579
29,6,4,3,300,180000,Se Vende Linda Casa - Urdesa Central,-2.169218638373346,-79.90277591901855,600.0
12,3,3,1,860,390000,Venta de Casa en Ceibos,-2.191526053604974,-79.88158962297365,453.48837209302326
25,0,7,6,707,650000,Vendo en Cdla Garzota en Av Principal Uso de Suelo Residencial y Comercial,-2.1510744,-79.89288220000003,919.3776520509193
28,4,4,2,560,350000,Vendo Amplia Casa en Urbanización Los Parques,-2.1731919,-79.9437532,625.0
7,4,4,2,7,420000,"Rio Guayas, Amplia Casa de Venta Pocos Anos de Construida",-2.164811876357629,-79.87848578206177,60000.0
4,3,3,2,190,145000,Oportunidad. Via Samborondon Vendo Linda Casa. 3 Habitaciones. $145.000,,,763.1578947368421
6,8,7,0,149,190000,En Venta Casa Rentera en Alborada VII Etapa - A. Marín,-2.134520203361491,-79.90657266350706,1275.1677852348994
4,3,4,0,300,250000,Venta de Casa Moderna en Via Samborondon - Pirámides,-2.1073055,-79.872252,833.3333333333334
16,4,4,0,730,800000,Casa Minimalista de Venta Olivos,-2.1697155,-79.9447739,1095.890410958904
10,3,3,3,480,240000,Villa en Urbanizacion Las Cumbres! Vista Espectacular!,-2.158250649207513,-79.94227667193604,500.0
3,4,3,2,120,85000,"Casa de Venta en Urbanización Metrópolis II, Vía Terminal Pascuales",-2.062471864500625,-79.91807193723145,708.3333333333334
8,4,4,2,500,410000,Vendo Via Samborondon. Linda Casa. 4 Habitaciones. Estudio. Piscina. $410.000,,,820.0
30,6,6,2,765,320000,Casa en Venta Barrio Centenario,-2.194265147845958,-79.88002347440795,418.30065359477123
19,2,1,0,85,44000,"Cdla. La Alegría, Vía a Daule, Venta de Propiedad.",-2.1198394,-79.9255665,517.6470588235294
41,4,3,2,500,290000,Vendo Casa Sector Ceibos,-2.166282767001115,-79.94080211539222,580.0
10,4,4,2,900,280000,Amplia Villa en Los Ceibos! - de Oportunidad!,-2.166018674444111,-79.93455689980152,311.1111111111111
30,3,2,2,282,150000,"Casa en Venta en Los Ceibos, 1 Planta, Sector Via a La Costa",-2.16718632153213,-79.943195105249,531.9148936170212
0,0,0,3,203,330000,Villa de Venta en Blue Bay - Isla Mocoli 3 Dorm,-2.0964447,-79.85978310000002,1625.615763546798
18,6,6,2,285,145000,Vendo Casa Rentera en Sauces - Norte de Guayaquil,-2.125083855262901,-79.89743211586915,508.7719298245614
10,3,4,1,180,195000,Casa en Bosques de La Costa en Venta,-2.191526053604974,-79.88158962297365,1083.3333333333333
1,0,0,0,807,427000,"Casa en Venta, Laguna del Sol, Vía Samborondón",-2.082085910194585,-79.87252865239259,529.1201982651796
0,3,2,0,120,89500,"Casa en Venta en La Joya, 104 m² Construcción, 2 Plantas, 3 Dorm. $89.500",-2.0495844,-79.91469230000001,745.8333333333334
18,3,3,2,270,290000,Venta Linda Villa Vía Samborondón Sector El Tornero,-2.107305499999999,-79.872252,1074.0740740740741
30,0,7,2,682,320000,"Lomas de Urdesa - Casa 4 Pisos - Amoblada - Us$320,000",-2.164175914351254,-79.90729857249147,469.208211143695
1,6,0,0,485,268000,"Casa en Venta, Bouganville, Vía Samborondón, Km 2 1/2",-2.1312422,-79.86713359999999,552.5773195876288
1,4,5,7,620,400000,Vendo Casa en La Isla Mocoli - Samborondon,-2.099487733731183,-79.86406145489809,645.1612903225806
8,0,3,2,180,180000,Casa Elegante en Via a La Costa,-2.186718090974847,-79.98045433173826,1000.0
0,3,2,1,253,69528,Hermosa Casa en El Conjunto Residencial La Delicia,-2.046776660192722,-79.87009343281863,274.8142292490119
8,3,1,0,74,48000,"Venta de Casa en Paquisha, Autopista Terminal Terrestre - Pascuales.",-2.0721549,-79.9345141,648.6486486486486
0,4,4,2,590,550000,La Peninsula Estrene 4 Dorm. Al Lago,-2.108846371779121,-79.85970525938569,932.2033898305085
0,4,3,2,139,98000,Proyecto de Venta con Diseño Moderno.,-2.053850318861618,-79.91808379050445,705.0359712230215
2,3,3,2,160,145000,Vendo Hermosa Casa de Estreno en Villa Club 3 Dorm.,-2.033531937643264,-79.89299785236204,906.25
4,4,4,2,600,650000,Vendo Casa de Estreno Isla Mocoli,-2.10673958191159,-79.85786794621043,1083.3333333333333
20,0,4,2,160,140000,"Casa en La Garzota, Conjunto Residencial Privado",-2.13891672766241,-79.88972469255981,875.0
6,3,1,1,105,50000,"Cdla. Las Orquídeas, Venta de Casa.",-2.09213052134563,-79.91548515741653,476.1904761904762
8,6,8,1,200,450000,Vendo - Cdla. Vernaza: Propiedad con Uso de Suelo Comercial	y Residencial,-2.1522715,-79.89198110000001,2250.0
5,5,4,2,300,280000,Hermosa Casa en Venta en Puerto Azul 3 Pisos,-2.191236879006214,-79.96695954603274,933.3333333333334
1,3,3,2,275,245000,Ubicación. - Via a La Costa Urb. Portofino. Casa de Estreno,-2.18578012,-79.98310074,890.9090909090909
12,5,3,1,378,180000,Se Vende Casa Bellavista Alta 378 m²,-2.180032036060382,-79.91106704883492,476.1904761904762
8,3,3,2,400,385000,Vendo Villa Laguna del Sol,-2.1538188,-79.8656823,962.5
8,3,2,1,234,135000,Vendo Casa de Una Planta en Ciudad Celeste. Vía Samborondón Km. 9.,-2.1257004,-79.8632679,576.9230769230769
0,3,4,0,270,170000,Casa en Construcción en La Vía a La Costa,-2.181197195907606,-79.96404090436926,629.6296296296297
21,4,2,3,149,118000,Venta de Casa en Alborada 8va Etapa Al Norte de Guayaquil,-2.1426499,-79.90037860000001,791.9463087248322
13,4,3,1,126,105000,Venta de Casa en Samanes 7 Cerca de La Francisco de Orellana,-2.191526053604974,-79.88158962297365,833.3333333333334
0,1,1,3,80,66000,"Vendo Casa, 2 Pisos, en Villa España Etapa Malaga",-2.079071,-79.922549,825.0
0,3,2,2,120,83000,En Venta Casa de Estreno - Urb. La Joya,-2.029117145154608,-79.92294736566771,691.6666666666666
5,4,4,0,349,230000,"Gran y Hermosa Casa en Ciudad Celeste, Etapa La Ria",-2.1579238,-79.89439779999998,659.025787965616
4,3,3,1,138,105000,Casa en Venta en Urb. Villa Club Etapa Iris,-2.034433183407765,-79.89804500827637,760.8695652173913
0,3,3,2,5,180000,Casa - Norte de Guayaquil,-2.1326602,-79.9077299,36000.0
0,2,2,6,285,140000,Vendo Villa con Dos Departamentos Independientes en Samanes 2,-2.112031581240324,-79.90702925214538,491.2280701754386
5,4,0,2,700,689000,Via Samborondom Palmar del Rio Vendo Espectacular Casa Impecable,-2.1545699,-79.86590890000002,984.2857142857143
15,4,5,3,800,780000,"Laguna Club Casa en Venta 4 Dorm. Estudio, Terraza, Piscina, Jacuzi",-2.185610399999999,-79.9899024,975.0
3,3,2,2,200,240000,Hermosa Casa Km. 5 Via Samborondon,,,1200.0
0,3,4,1,120,102459,Vendo Casa a Estrenar Modelo Ria Urb. Casa Laguna/5 Min. Centro Com. El Dorado.,-2.0589651,-79.9231934,853.825
0,3,4,2,180,198000,"Ciudad Celeste, Casas en Proyecto en Venta",-2.0739766,-79.85118109999996,1100.0
5,0,4,2,386,412000,Vendo Casa Samborondón Moderna y Elegante,-2.1175402,-79.86700589999998,1067.3575129533679
20,4,3,2,380,280000,Urdesa. Vendo Casa. 1 Planta. 4 Habitaciones. Vivienda/negocio. $280. 000,-2.054091197236252,-79.87803072152974,736.8421052631579
1,0,2,1,105,90000,Vendo Casa en La Joya Etapa Coral de Estreno - Samborondón,-2.049838980091241,-79.91562585635376,857.1428571428571
1,4,4,0,338,585000,"Samborondon Laguna del Sol, Vista Al Lago",-2.092893399999999,-79.8709837,1730.7692307692307
20,4,4,1,371,370000,Hermosa Casa con Acabados de Lujo en Urb. El Portón de Las Lomas (Urdesa),-2.158148090597933,-79.9101990100952,997.3045822102426
20,4,3,3,149,118000,"Casa en Venta, Alborada 8va Etapa, Norte de Guayaquil",-2.143877577446235,-79.91010750957031,791.9463087248322
5,3,2,1,95,85000,Mucho Lote Dos Av Principal Casa de Dos Plantas,-2.077517393034044,-79.9216916727051,894.7368421052631
0,0,1,4,129,70000,Casa - Norte de Guayaquil,-2.1197352,-79.9063162,542.6356589147287
2,0,0,0,556,190000,"Casa en Venta, Vía Al Sol, Km M14.5, Vía a La Costa",-2.1896713,-80.00842519999998,341.72661870503595
4,3,3,2,475,390000,Vendo Casa Vía Samborondon 390.000 Laguna del Sol,,,821.0526315789474
2,4,5,2,312,285000,Casa en Samborondon Las Condes,-2.1331399,-79.86937,913.4615384615385
11,4,4,2,269,255000,Vía La Costa Urb. Terranostra Bonanova 4 Habitaciones Piscina Central Aire 2 Garajes T 269 C 222,-2.1880985,-79.99968849999999,947.9553903345725
8,4,4,2,840,580000,Vendo Via Samborondon. Hermosa Casa. 1 Planta. 4 Habitaciones. Piscina. $580.000,,,690.4761904761905
2,3,5,2,457,560000,"Vendo Casa Km 9,5 Av Samborondon, Piscina, Gym, Sauna",-2.1073055,-79.872252,1225.382932166302
0,3,3,2,197,180000,"Casa de 3 Dorm. en Urb Bali, Samborondon",-2.084279632250108,-79.86968993641392,913.7055837563452
11,0,2,1,123,120000,Casa en Urbanización La Joya 3 Dorm. Venta,-2.047608808656506,-79.91596917910766,975.609756097561
8,3,3,2,300,235000,Samborondon Bonaire Casa en Venta,-2.191526053604974,-79.88158962297365,783.3333333333334
5,3,4,2,360,180000,Via Samborondon. Casa de Oportunidad. Vendo. 360 m². $180.000,,,500.0
9,3,3,1,105,68000,Venta de Casa en Malaga 1,-2.191526053604974,-79.88158962297365,647.6190476190476
2,4,4,0,445,300000,Vendo Hermosa Propiedad Portofino - Vía La Costa - A. Agurto,-2.184776968954733,-79.98472174040523,674.1573033707865
0,0,1,4,250,255000,En Venta! Casa en Puerto Azul - Vía a La Costa,-2.189258854883414,-79.96493716043551,1020.0
10,8,6,1,467,110000,Casa Rentera Suroeste Guayaquil,-2.214851600686515,-79.93817267923737,235.54603854389723
30,4,5,18,1600,720000,Venta Casa Urdesa Central con Amplio Patio,-2.162628687752346,-79.90626500791723,450.0
10,3,3,1,581,580000,"Venta de Casa en Vista Al Parque Frente a Ciudad Celeste, Samborondon",-2.191526053604974,-79.88158962297365,998.2788296041308
21,3,1,0,104,60000,"Venta de Casa Alsur de Guayaquil, Pradera II",-2.2409344,-79.89107339999998,576.9230769230769
0,3,4,2,200,220000,"Vendo o Cambio Samborondon, Dos Casas Bioclimatica Minimalista, con Estilo Mediterraneo",-2.05317147262598,-79.91660670848387,1100.0
4,4,4,3,454,495000,Vendo Hermosa y Moderna Casa en Laguna Sol,-2.0928934,-79.87098370000001,1090.308370044053
6,3,3,2,240,280000,Vendo Linda Casa en Excelente Ciudadela,-2.1419603,-79.86901449999999,1166.6666666666667
0,4,5,1,230,290000,Casa - Samborondón,-2.130014699999999,-79.8649456,1260.8695652173913
3,3,3,2,581,640000,Casa de Venta en El Km. 8 de La Vía Samborondón,-2.1956327,-79.91578149999998,1101.5490533562822
0,3,2,1,122,69000,Venta - Casa en Urbanización Villa del Rey Etapa Juan Carlos,-2.0539063,-79.89672200000001,565.5737704918033
10,2,1,0,81,65000,Casa - Sauces 5 Norte de Guayaquil,-2.127062899999999,-79.8930692,802.4691358024692
19,5,5,3,500,580000,Elegante y Cómoda Casa en Olimpus,-2.17185067770149,-79.94105799996947,1160.0
9,3,2,1,132,112000,"Venta Casa en Urbanización Cataluña, Km 12.5 Vía Samborondón",-2.045018046862046,-79.88505201352541,848.4848484848485
10,3,2,2,72,64000,Casa de Venta en Villa España 1 Etapa Barcelona.,-2.0816871,-79.91882090000001,888.8888888888889
6,5,6,2,1050,540000,Vendo Hermosa Propiedad en Samborondon,-2.1520745,-79.8625834,514.2857142857143
18,5,5,2,240,165000,Venta de Casa en Urbanizaciòn Samanes 6,-2.1035904,-79.896413,687.5
0,0,4,4,1650,850000,Samborondon Palmar del Rio Casa Venta,,,515.1515151515151
8,3,1,0,74,48000,"Casa en Venta, Pascuales Paquisha, Autopista Terminal Terrestre Pascuales.",-2.0721302,-79.92906419999997,648.6486486486486
20,4,3,3,464,230000,Santa Cecilia - Casa de 4 Dorm. 230.000$ Negociable,-2.162087802779203,-79.94190992366487,495.6896551724138
0,3,5,2,240,230000,"Casa por Estrenar en Cumbres, Los Ceibos, 3 Dorm + Estudio, Piscina",-2.155404788885013,-79.94560904718247,958.3333333333334
0,1,1,1,40,280,Alquilo Suite Samanes,-2.1142292,-79.89967890000003,7.0
11,4,3,2,218,230000,Venta de Villa 4 Habitaciones Via a La Costa Urb Via Al Sol,-2.189463799999999,-80.0261199,1055.045871559633
20,4,3,1,300,250000,Vendo Casa Puerto Azul,-2.189258854883414,-79.96493716043551,833.3333333333334
25,3,2,1,150,105000,Vendo Casa en Brisas del Rio,-2.131663,-79.88498249999998,700.0
19,2,1,0,85,44000,"Venta de Propiedad en Cdla. La Alegría, Vía a Daule.",-2.1198394,-79.9255665,517.6470588235294
5,1,2,2,100,105000,Departamento en Venta Vizcaya Loft,-2.193982675652468,-79.97360229492188,1050.0
0,4,4,2,21180,188000,Casa en Venta en Vía a La Costa - por Estrenar,-2.184635972847022,-79.99533423818895,8.876298394711993
0,4,5,2,654,1400000,Polibienes - Vendo Casa Lagos de Batan,-2.098751068354338,-79.88088629632568,2140.672782874618
10,4,7,4,510,380000,"Hermosa Casa N Parque de Los Ceibos, 4 Dorm + Estudio/510 m²",-2.163446693310037,-79.9461579465576,745.0980392156863
19,2,1,0,130,50000,"Casa en Venta en Los Vergeles, Guayaquil",-2.09054567607887,-79.9036835740967,384.61538461538464
0,4,4,2,457,465000,Samborondon Proyecto de Dos Casas en Muy Buena Urbanizacion Casa de 3 y 4 D,-2.085503015388085,-79.87406778540037,1017.5054704595186
5,4,4,1,120,95000,Vendo Excelente Casa en La Joya con 4 Dorm. $98.000,-2.046665273653481,-79.9114201526184,791.6666666666666
18,2,1,0,136,53000,Se Vende Casa Linda en Sauces 5,-2.1232454,-79.89198110000001,389.70588235294116
10,5,6,4,2056,780000,Quieres Comprar Casa Una Sola Planta? Rodeado Naturaleza y Cerca de Todo!,-2.1257004,-79.86326789999998,379.3774319066148
4,3,3,2,280,249000,Casa a La Venta en Puerto Azul,-2.189258854883414,-79.96493716043551,889.2857142857143
20,3,2,0,430,240000,Casa - Centro de Guayaquil,-2.189412799999999,-79.8890662,558.1395348837209
0,4,4,0,250,229000,Casa de Estreno en Ciudad Celeste $229.000,-2.066908161975369,-79.84176537067259,916.0
0,0,0,1,71,85000,Casa - Sur de Guayaquil,-2.204651999999999,-79.8870407,1197.1830985915492
0,4,4,0,721,920000,Villa Moderna Disponible de Venta en Mocoli - La Ensenada,-2.1120391,-79.85775469999999,1276.0055478502081
0,3,2,1,122,115000,Urbanización San Antonio Casa de 3 Dorm..,-2.044158139542604,-79.8686237,942.6229508196722
5,3,2,0,100,75000,"Venta de Casa, Urb. Villa del Rey Etapa Rey Carlos, Vía Aurora",-2.015770268889875,-79.92172309342345,750.0
26,5,3,2,171,73000,La Novena y Diez de Agosto - Casa 2 Pisos - 5 Dorm. - Garaje Cubierto - Patio,-2.191060557448501,-79.90636613769533,426.90058479532166
8,4,4,1,204,125000,La Joya - Ambar Casa en Venta,-2.191526053604974,-79.88158962297365,612.7450980392157
22,3,3,3,208,120000,Vendo Hermosa Casa Sauces 9,-2.132219426981645,-79.89267285337303,576.9230769230769
15,3,2,0,78,48000,"Venta de Casa en Ciudadela Murallas del Norte, Via Daule",-2.191526053604974,-79.88158962297365,615.3846153846154
15,4,4,2,160,229000,Garzota Casa en Venta,-2.191526053604974,-79.88158962297365,1431.25
0,1,1,3,60,62000,Casa - Norte de Guayaquil,-2.104877199999999,-79.9349354,1033.3333333333333
17,8,7,6,900,375000,Casas Duplex Mas Departamento en Santa Cecilia,-2.159096585538851,-79.94126082908326,416.6666666666667
8,0,6,2,450,350000,Venta Casa Uso Comercial Av Luis Plaza Dañin,-2.1711059,-79.89128670000002,777.7777777777778
28,4,3,2,417,180000,"Se Vende Casa de Una Planta en Puerto Azul, Incluye Una Suite, 417 m² Terreno",-2.3839594,-80.35587520000001,431.6546762589928
10,2,2,0,72,48000,"Casa en Venta, Villa España Etapa Barcelona.",-2.084494319434373,-79.92135690845947,666.6666666666666
18,0,6,4,411,380000,"Casa, 4 Dorm., Los Lagos - Samborondòn, Piscina, Urbanizaciòn de Primera",-2.142225517676877,-79.86459564013671,924.574209245742
2,3,4,0,393,470000,Vendo Moderna Casa en Ceibos Norte - F. Boero,-2.151015582273471,-79.94387445595856,1195.9287531806615
30,5,3,2,808,449000,Se Vende Casa en El Sector de La Puntilla en Samborondon,-2.155044348019845,-79.8653830925964,555.6930693069307
8,3,2,1,150,89000,"Vendo - La Joya, Et Rubí: Casa de 3 Dorm. con Amplio Patio",-2.0493677,-79.91386979999999,593.3333333333334
5,3,2,2,128,85000,Se Vende de Oportunidad Casa 3 Dorm. en Urb. Castilla Via Samborondon,-2.04241750943956,-79.8633185306885,664.0625
19,5,5,2,1327,530000,"Hermosa Casa en Los Senderos, Mas un Terreno",-2.1682842,-79.93396080000002,399.39713639789
0,4,4,0,560,440000,Oportunidad de Villa Antes $530.000 Hoy $440.000,-2.1085513,-79.87191339999998,785.7142857142857
4,3,3,2,192,189000,Samborondon Ciudad Celeste Casa de 3 Dorm. con Baños,-2.074902926756008,-79.85795718059603,984.375
10,3,3,2,246,330000,Samborondon Casa en Primeros Kms de 3 Dorm. con Baños,-2.14881046332151,-79.86345115316777,1341.4634146341464
0,1,2,3,100,158000,Casa - Vía a La Costa,-2.189463799999999,-80.0261199,1580.0
30,10,6,2,233,160000,Casa Rentera en Venta en Suroeste de Guayaquil - Solo Pago Al Contado,-2.2053024,-79.9084173,686.695278969957
0,4,3,1,207,214000,"Hermosa Casa Ubicada en La Brisa, Ciudad Celeste",-2.0715709,-79.84227920000001,1033.816425120773
6,4,3,2,329,130000,Vendo Casa de Dos Plantas en Urbanizacion Villa Club Etapa Luna,-2.0339699,-79.90584609999996,395.1367781155015
2,5,5,2,271,215000,Se Vende Casa con 5 Dorm. en Urb. Veranda - E. Jivaja,-2.0657732,-79.90920510000001,793.3579335793358
9,3,2,2,143,58000,Se Vende Casa La Joya Brillante Una Planta,-2.053850318861618,-79.91808379050445,405.5944055944056
1,5,6,3,1600,1400000,Vendo Casa en Samborondon,-2.0744394,-79.89056310000001,875.0
5,3,5,2,200,160000,Vendo y Alquilo Casas Ciudad Celeste - Via Samborondon,-2.0694324,-79.84169229999998,800.0
10,3,3,2,142,107000,"Vendo Casa de Oportunidad Urb Castilla, Km 13 Via a Samborondon",-2.04241750943956,-79.8633185306885,753.5211267605633
0,3,3,1,140,136000,Casa en Venta en Mallorca Village Sector Vía a Samborondón,-2.036956,-79.86867760000001,971.4285714285714
13,4,3,2,200,195000,Casa en Conjunto Cerrado en Puerto Azul,-2.189655532017107,-79.96490497392733,975.0
10,0,2,1,298,120000,Vendo Casa Barrio Orellana,-0.4699224,-76.9880923,402.6845637583893
15,5,4,1,250,270000,Kennedy - Renta/vta 2 Casas Conectadas - 3 Hab - 2 Suites - Jacuzzi,-2.174548166602936,-79.89786055952447,1080.0
9,4,3,2,230,245000,Vendo Casa en Via Samborondon,-2.14881046332151,-79.86345115316777,1065.2173913043478
4,3,4,2,180,95000,"Casa en Cataluna,3 Dorm, Patio y Garaje.150 m²",-2.044947304142584,-79.87032376347656,527.7777777777778
2,3,4,1,144,115000,Hermosa Casa por Estrenar,-2.033531937643264,-79.89299785236204,798.6111111111111
3,4,3,1,115,73000,Vendo Casa en Floresta Dos Tipo Rentera,-2.2545943,-79.88848189999999,634.7826086956521
18,9,6,4,1500,760000,Se Vende Lujosa Casa en Barrio Centenario,-2.221876,-79.88988159999997,506.6666666666667
0,3,2,2,263,357200,Garden Villas - Villa 5,-2.1043031,-79.86048310000001,1358.1749049429657
0,3,2,2,180,152231,"Vendo Casa en Via a La Costa Urbanizacion Costa Real $152,231",-2.201275826106364,-80.06050089020994,845.7277777777778
14,3,3,2,367,390000,Elegante Casa a La Venta en Laguna Club!,-2.185481747621207,-79.99076070688477,1062.6702997275204
3,5,3,2,306,295000,Venta Casa Urb Punta Esmeralda 5 Dorm. Via a La Costa,-2.184807509446279,-80.00872382559129,964.0522875816994
4,3,2,1,181,200000,Full Amoblada Ciudad Celeste Km 8 Via a Samborondon,-2.071613787296468,-79.84206462327882,1104.9723756906078
5,3,2,1,213,157000,Vendo - Ciudad Celeste: Linda Casa de 3 Dorm.,-2.072820196756992,-79.83663207482391,737.0892018779343
21,4,2,3,149,118000,"En Venta Casa, Alborada 8va Etapa, Norte de Guayaquil",-2.1426499,-79.90037860000001,791.9463087248322
39,4,4,0,110,100000,En Venta Casa Rentera Alborada 7 Ma Etapa - A. Espinoza,-2.139725475029723,-79.90023314760742,909.0909090909091
0,4,3,1,130,95000,Vendo Villa de Estreno Urbanización Arboleta Vía Salitre,-2.0139778,-79.8674512,730.7692307692307
0,4,4,2,300,570000,Vendo Hermosa Casa en Proyecto de 4 Dorm. en Aires del Batan,-2.0773404,-79.8696922,1900.0
10,3,1,1,112,61000,"De Venta Casa en La Urb. Villa del Rey Etapa Reina Beatriz, Norte de Guayaquil",-2.0237764,-79.91787090000003,544.6428571428571
25,0,6,2,550,450000,"Casa en Venta de 5 Dorm., Piscina. Urb. Olivos 1 - 450.000$",-2.171291539612533,-79.9391681131836,818.1818181818181
11,3,4,1,300,310000,Vendo Casa Duplex Km.8 Vía Samborondon,-2.1085513,-79.8719134,1033.3333333333333
0,0,1,3,93,58000,Casa - Guayaquil,-2.2438091,-79.9066763,623.6559139784946
8,4,3,2,260,260000,"Casa en Venta - Km7 - 4d - $260,000",-2.192116,-79.96683080000003,1000.0
9,4,4,0,600,980000,"Laguna Club Vía Costa, Casa de Venta con Vista Al Lago",-2.185610399999999,-79.9899024,1633.3333333333333
2,3,3,0,950,485000,Venta Alquiler Terrenos con Casa - Av Leopoldo Carrera - Colina de Los Ceibos,-2.1623074,-79.94515200000001,510.5263157894737
20,7,7,2,500,280000,Se Vende Casa Rentera Colinas de Los Ceibos,-2.164387438323206,-79.94552559341605,560.0
1,6,0,0,1547,750000,"Casa en Venta, Palmar del Río, Vía Samborondón",-2.1231067,-79.87098370000001,484.8093083387201
