antigüedad,cuartos,cuartosdebaño,estacionamiento,latlong,metroscuadradostotales,precio,publicado,tipodevendedor,titulo
Entre 10 y 20 años,7,6,Si,"https://www.google.com/maps/place/-2.131999969482422,-79.89299774169922",165,$100.000,Publicado hace 23 días,Inmobiliaria,VENTA DE PROPIEDAD EN LOMAS DE SAUCES IX
Hasta 5 años,3,2,Si,"https://www.google.com/maps/place/-2.256,-79.876",264,$50.000,Publicado hace 23 días,Dueño Directo,Vendo Casa en El Sur Guasmo Norte
Entre 5 y 10 años,6,6,Si,"https://www.google.com/maps/place/-2.134999990463257,-79.88400268554688",320, $250.000,Publicado hace 23 días,Inmobiliaria,"Vendo Casa en Ciudadela Acuarela del Rio, sector norte"
Entre 10 y 20 años,4,4,Si,"https://www.google.com/maps/place/-2.1579999923706055,-79.90499877929688",253, $220.000,Publicado hace 23 días,Inmobiliaria,VENDO HERMOSA CASA CON PISCINA EN URDESA NORTE - A. MARIN
Hasta 5 años,3,2,Si,"https://www.google.com/maps/place/-2.132999897003174,-79.90499877929688",179, $120.000,Publicado hace 23 días,Inmobiliaria,"Venta Casa Alborada, cerca Avenida Francisco de Orellana y Riocentro Norte, Norte de Guayaquil"
Entre 20 y 50 años,5,6,Si,"https://www.google.com/maps/place/-2.1640000343322754,-79.90699768066406",900, $370.000,Publicado hace 23 días,Inmobiliaria,"Venta de Casa en Cdla. Lomas de Urdesa, Norte de Guayaquil"
Más de 50 años,6,5,Si,"https://www.google.com/maps/place/-2.188999891281128,-79.89299774169922",299, $79.000,Publicado hace 23 días,Inmobiliaria,Casa en Hurtado y José Mascote - A. Salvador
Entre 20 y 50 años,2,2,No,"https://www.google.com/maps/place/-2.1540000438690186,-79.88999938964844",120,$74.000,Publicado hace 23 días,Dueño Directo,Venta por Viaje Casa en Sauces 1
,,,,"https://www.google.com/maps/place/-2.243000030517578,-79.88400268554688",,$50.000,Publicado hace 24 días,,Se Vende Casa Ayangue Amoblada
Entre 10 y 20 años,3,4,,"https://www.google.com/maps/place/-2.1640000343322754,-79.90699768066406",240,$165.000,Publicado hace 24 días,Inmobiliaria,En Venta Amplio Departamento en Lomas de Urdesa - K. SALAMEA
Entre 10 y 20 años,1,,No,"https://www.google.com/maps/place/-2.077,-79.94",815,$2.000,Publicado hace 24 días,Dueño Directo,Se Vende Solar con Casita de Casa Esqnra
En construcción,1,1,Si,"https://www.google.com/maps/place/-2.109999895095825,-79.97599792480469",120,$7.950,Publicado hace 24 días,Dueño Directo,Vendo Casa en La Janet Toral
Hasta 5 años,4,4,Si,"https://www.google.com/maps/place/-2.18935489654541,-79.88920593261719",350,$290.000,Publicado hace 24 días,Inmobiliaria,Samborondon Vendo Casa
Entre 10 y 20 años,4,3,Si,"https://www.google.com/maps/place/-2.186000108718872,-79.96700286865234",250, $255.000,Publicado hace 24 días,Inmobiliaria,En Venta! Casa en Puerto Azul - Vía a La Costa
Entre 5 y 10 años,3,3,No,"https://www.google.com/maps/place/-2.1689999103546143,-79.927001953125",120, $80.000,Publicado hace 23 días,Dueño Directo,CASA  CENTRO GUAYAQUIL SAN EDUARDO
Entre 10 y 20 años,3,1,Si,"https://www.google.com/maps/place/-2.2820000648498535,-79.88700103759766",163, $68.000,Publicado hace 24 días,Inmobiliaria,Venta de casa en el suburbio cerca a la entrada de emergencia del hospital Guayaquill
Entre 20 y 50 años,7,5,No,"https://www.google.com/maps/place/-2.0910000801086426,-79.91500091552734",244, $95.000,Publicado hace 24 días,Inmobiliaria,Casa Rentera Las Orquideas Norte de Guayaquil
Hasta 5 años,1,1,Si,"https://www.google.com/maps/place/-2.1510000228881836,-79.90599822998047",46, $100.000,Publicado hace 24 días,Inmobiliaria,En Venta Suite en Parque Empresarial Colón - B. BOERO
A estrenar,3,3,Si,"https://www.google.com/maps/place/-2.118,-79.889",460,$120.000,Publicado hace 24 días,Dueño Directo,Vendo Casa Cuidadela Los Gavilanes Manta
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.1640000343322754,-79.90699768066406",168, $125.000,Publicado hace 24 días,Inmobiliaria,En Venta Amplio Departamento en Lomas de Urdesa - E. SALCEDO
Entre 20 y 50 años,2,2,Si,"https://www.google.com/maps/place/-2.174999952316284,-79.9000015258789",110, $85.000,Publicado hace 24 días,Dueño Directo,"Vendo departamento en Kenedy Vieja. Edificio Polígono I, primer piso  No 101"
Entre 20 y 50 años,4,3,Si,"https://www.google.com/maps/place/-2.1730000972747803,-79.88300323486328",319, $105.000,Publicado hace 24 días,Inmobiliaria,En Venta Departamento en Ciudadela la FAE - A. MARÍN
Entre 5 y 10 años,3,1,Si,"https://www.google.com/maps/place/-2.243000030517578,-79.89199829101562",80,$38.000,Publicado hace 24 días,Dueño Directo,Vendo Departamento Bloques D La Valdivia
Entre 10 y 20 años,4,4,Si,"https://www.google.com/maps/place/-2.177000045776367,-79.89700317382812",163, $115.000,Publicado hace 24 días,Dueño Directo,DEPARTAMENTO KENNEDY NUEVA
Entre 10 y 20 años,4,3,Si,"https://www.google.com/maps/place/-2.188999891281128,-79.88899993896484",250,$40.000,Publicado hace 24 días,Dueño Directo,Venta de Casa en Duran
A estrenar,3,3,Si,"https://www.google.com/maps/place/-2.055999994277954,-79.98799896240234",96,$1.010,Publicado hace 24 días,Dueño Directo,Se Vende Casa 2pisos 3baños 3dormitirios
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.0847291946411133,-79.92112731933594",18, $60.000,Publicado hace 24 días,Dueño Directo,Casa en Venta
En construcción,1,,No,"https://www.google.com/maps/place/-2.273045301437378,-79.88081359863281",72, $38.000,Publicado hace 24 días,Dueño Directo,Casa en Construccion en Venta
Hasta 5 años,3,2,Si,"https://www.google.com/maps/place/-2.056999921798706,-79.90699768066406",98, $85.000,Publicado hace 24 días,Inmobiliaria,"Casa en venta en Urbanización La Perla, 1ra. etapa - G. SOSA"
Entre 10 y 20 años,5,3,Si,"https://www.google.com/maps/place/-2.1730315685272217,-80.0071792602539",90,$60.000,Publicado hace 24 días,Dueño Directo,Venta de Propiedad en cd Juan Bautista Aguirre Daule
Entre 10 y 20 años,3,3,Si,"https://www.google.com/maps/place/-2.2019999027252197,-79.91799926757812",150, $75.000,Publicado hace 24 días,Inmobiliaria,"Venta de Casa, Calle D y la 27 ava. , Sur de Guayaquil"
Entre 10 y 20 años,3,3,Si,"https://www.google.com/maps/place/-2.2019999027252197,-79.91799926757812",150, $75.000,Publicado hace 24 días,Inmobiliaria,"En Venta Casa, Calle D y la 27ava, Sur de Guayaquil"
Hasta 5 años,2,1,Si,"https://www.google.com/maps/place/-2.0840001106262207,-79.98899841308594",84, $30.000,Publicado hace 24 días,Dueño Directo,Se Vende Una Casa
Entre 10 y 20 años,3,3,Si,"https://www.google.com/maps/place/-2.2019999027252197,-79.91799926757812",150, $75.000,Publicado hace 24 días,Inmobiliaria,"Casa en Venta, Calle D y la 27 ava al Sur de Guayaquil"
Entre 5 y 10 años,4,4,Si,"https://www.google.com/maps/place/-2.11299991607666,-79.90499877929688",120,$115.000,Publicado hace 24 días,Dueño Directo,Vendo Casa en Urb. Colinas Del Sol
Entre 20 y 50 años,4,2,Si,"https://www.google.com/maps/place/-2.188999891281128,-79.88999938964844",105,$32.000,Publicado hace 24 días,Dueño Directo,Vendo Casa en Suburbio. Calles Bolivia E
A estrenar,3,2,Si,"https://www.google.com/maps/place/-2.0989999771118164,-79.90599822998047",105, $68.000,Publicado hace 24 días,Dueño Directo,"SE VENDE CASA, CREDITO DIRECTO, ORQUIDEAS. Info: 0997727886"
Hasta 5 años,3,3,Si,"https://www.google.com/maps/place/-2.062000036239624,-79.88899993896484",98, $82.000,Publicado hace 24 días,Inmobiliaria,"Vendo Casa en Urb. Paraíso del Rio, Excelentes acabados, Av. Narcisa de Jesús"
Entre 20 y 50 años,6,4,No,"https://www.google.com/maps/place/-2.0920000076293945,-79.90799713134766",236, $120.000,Publicado hace 24 días,Dueño Directo,"SE VENDE CASA SAUCES 9, esquinera, 3 plantas. Info: 0997727886"
Entre 10 y 20 años,3,3,Si,"https://www.google.com/maps/place/-2.191999912261963,-79.96700286865234",200, $220.000,Publicado hace 24 días,Inmobiliaria,"Casa en venta en urbanización Puerto Azul, via a la costa"
A estrenar,3,4,Si,"https://www.google.com/maps/place/-2.191999912261963,-79.96700286865234",155, $155.000,Publicado hace 24 días,Inmobiliaria,"Venta de departamento en urbanización Pierto Azul, via a la costa."
Entre 5 y 10 años,3,4,Si,"https://www.google.com/maps/place/-2.36299991607666,-80.29499816894531",232,$182.000,Publicado hace 2 meses,Inmobiliaria,"venta casa portal al sol, via a la costa cerca del colegio logos y cc laguna plaza"
Entre 10 y 20 años,3,1,No,"https://www.google.com/maps/place/-2.1354682445526123,-79.95854187011719",120, $19.000,Publicado hace 24 días,Dueño Directo,Vendo Casa Villa 60 Mts2 09907l4l88
Entre 5 y 10 años,5,3,Si,"https://www.google.com/maps/place/-2.131,-79.938",195,$65.000,Publicado hace 24 días,Dueño Directo,Venta de Casa
Entre 5 y 10 años,3,3,No,"https://www.google.com/maps/place/-2.189793586730957,-79.88562774658203",145, $98.500,Publicado hace 24 días,Dueño Directo,Vendo Departamento con Acabados de Lujo
Entre 10 y 20 años,6,2,Si,"https://www.google.com/maps/place/-2.1269097328186035,-79.94268035888672",120, $55.000,Publicado hace 24 días,Dueño Directo,Casa Alquilera O para Uso Personal
Entre 5 y 10 años,4,2,Si,"https://www.google.com/maps/place/-2.1600000858306885,-79.88600158691406",220, $180.000,Publicado hace 24 días,Inmobiliaria,"Venta de Departamento tipo Loft cerca del Policentro, Lomas de Urdesa"
Entre 5 y 10 años,2,1,Si,"https://www.google.com/maps/place/-2.2123870849609375,-79.93392944335938",143,$47.000,Publicado hace 24 días,Dueño Directo,Venta de Casa
Entre 5 y 10 años,2,2,Si,"https://www.google.com/maps/place/-2.1619999408721924,-79.94400024414062",110, $115.000,Publicado hace 24 días,Inmobiliaria,SANTA CECILIA PLANTA BAJA
Entre 10 y 20 años,4,4,Si,"https://www.google.com/maps/place/-2.22727632522583,-80.84912109375",168,$105.000,Publicado hace 24 días,Inmobiliaria,Casa de Dos Pisos con Terraza Esteros
A estrenar,3,3,No,"https://www.google.com/maps/place/-2.188999891281128,-79.88899993896484",96,$250,Publicado hace 24 días,Dueño Directo,Villa Bonita
Entre 10 y 20 años,4,5,No,"https://www.google.com/maps/place/-2.0957868099212646,-79.90924072265625",10,$75.000,Publicado hace 24 días,Dueño Directo,Casa de dos plantas
Hasta 5 años,2,1,Si,"https://www.google.com/maps/place/-2.253000020980835,-79.90399932861328",80,$160,Publicado hace 24 días,Dueño Directo,Departamento
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.1600000858306885,-79.88600158691406",181, $145.000,Publicado hace 24 días,Inmobiliaria,"Venta de Casa en Napoli Km 13 via la Puntilla, Salitre"
Entre 5 y 10 años,3,3,,"https://www.google.com/maps/place/-2.18935489654541,-79.88920593261719",95,$83.000,Publicado hace 24 días,Inmobiliaria,Metropolis Vendo Linda Casa 3 Habitacion
Entre 5 y 10 años,8,3,Si,"https://www.google.com/maps/place/-2.1600000858306885,-79.90799713134766",280, $110.000,Publicado hace 24 días,Dueño Directo,Se vende casa rentera
,1,,,"https://www.google.com/maps/place/-2.26200008392334,-79.87899780273438",9,$26.000,Publicado hace 24 días,Dueño Directo,Casa Barata
Entre 5 y 10 años,4,5,Si,"https://www.google.com/maps/place/-2.1524250507354736,-79.91667938232422",190, $125.000,Publicado hace 24 días,Dueño Directo,Casa en Venta de Una Planta
Hasta 5 años,4,5,Si,"https://www.google.com/maps/place/-2.2179999351501465,-79.92400360107422",200, $185.000,Publicado hace 24 días,Inmobiliaria,Venta de Casa en Urb. Bali con 4 dormitorios - Buen precio OXCV20031
Entre 10 y 20 años,4,3,Si,"https://www.google.com/maps/place/-2.115999937057495,-79.90899658203125",150, $129.000,Publicado hace 24 días,Dueño Directo,SE VENDE CASA ALBORADA 10ma Info 0997727886
Entre 5 y 10 años,4,5,Si,"https://www.google.com/maps/place/-2.1559998989105225,-79.88999938964844",465,$300.000,Publicado hace 24 días,Inmobiliaria,Casa de Venta en Samborondón
Entre 20 y 50 años,4,2,,"https://www.google.com/maps/place/-2.1659998893737793,-79.9010009765625",200, $65.000,Publicado hace 25 días,Dueño Directo,DE OPORTUNIDAD CASA EN VENTA
Entre 5 y 10 años,2,1,Si,"https://www.google.com/maps/place/-1.9919999837875366,-79.98400115966797",240,$5.000,Publicado hace 25 días,Dueño Directo,Un Terreno Y Una Casa
Entre 20 y 50 años,7,6,Si,"https://www.google.com/maps/place/-2.259999990463257,-79.88999938964844",320, $90.000,Publicado hace 25 días,Dueño Directo,Vendo casa Sur de Guayaquil atrás del mercado de las Esclusas
Entre 10 y 20 años,4,3,No,"https://www.google.com/maps/place/-2.189412832260132,-79.88906860351562",105,$65.000,Publicado hace 25 días,Dueño Directo,Venta casa 2 plantas norte de Guayaquil
Entre 10 y 20 años,4,2,Si,"https://www.google.com/maps/place/-2.2130000591278076,-79.91300201416016",234, $88.000,Publicado hace 2 meses,Dueño Directo,"Venta de casa en cdla. la fragata cerca del Mall del Sur, Sur de Guayaquil"
En construcción,1,,No,"https://www.google.com/maps/place/-2.196343421936035,-79.90665435791016",72, $28.000,Publicado hace 25 días,Dueño Directo,Vendo Casa Duran Recreo 1ra Etapa
Entre 20 y 50 años,2,2,Si,"https://www.google.com/maps/place/-2.2070000171661377,-79.88500213623047",67, $48.000,Publicado hace 25 días,Inmobiliaria,VENDO DEPARTAMENTO CENTRO SUR DE GUAYAQUIL
Entre 20 y 50 años,7,5,,"https://www.google.com/maps/place/-2.1549999713897705,-79.88999938964844",105, $95.000,Publicado hace 25 días,Inmobiliaria,"En Venta Casa, Las Orquídeas, Norte de Guayaquil"
Entre 20 y 50 años,2,1,,"https://www.google.com/maps/place/-2.1549997329711914,-79.89006805419922",81, $45.000,Publicado hace 25 días,Inmobiliaria,"Norte de Guayaquil, Sauces 3, Casa en venta"
Hasta 5 años,3,2,Si,"https://www.google.com/maps/place/-2.065000057220459,-79.89299774169922",96, $55.000,Publicado hace 25 días,Inmobiliaria,"En Venta Casa en Mi Lote Etapa  2A, Norte de Guayaquil"
Entre 10 y 20 años,6,3,Si,"https://www.google.com/maps/place/-2.250999927520752,-79.88600158691406",90, $102.000,Publicado hace 25 días,Inmobiliaria,"De Oportunidad casa en venta, Sur Guayaquil"
Entre 20 y 50 años,7,5,,"https://www.google.com/maps/place/-2.1549999713897705,-79.88999938964844",105, $95.000,Publicado hace 25 días,Inmobiliaria,"Venta de Casa, Las Orquideas, Norte de Guayaquil"
,3,2,,"https://www.google.com/maps/place/-2.1609394550323486,-79.93302154541016",128, $95.000,Publicado hace 25 días,Dueño Directo,Casa en Venta de Oportunidad
En construcción,4,4,Si,"https://www.google.com/maps/place/-2.187000036239624,-79.99400329589844",180, $218.000,Publicado hace 25 días,Inmobiliaria,"VIA A LA COSTA, PUNTA ESMERALDAS Se vende Casa en Proyecto"
En construcción,1,,No,"https://www.google.com/maps/place/-2.11899995803833,-79.96600341796875",98,$10.000,Publicado hace 25 días,Dueño Directo,VENTA DE CASA NUEVA PROSPERINA 10000
Entre 10 y 20 años,9,5,No,"https://www.google.com/maps/place/-2.2119998931884766,-79.91999816894531",198, $130.000,Publicado hace 24 días,Dueño Directo,VENTA DE CASA RENTERA
Entre 10 y 20 años,4,5,Si,"https://www.google.com/maps/place/-2.1519999504089355,-79.94300079345703",191, $148.000,Publicado hace 24 días,Inmobiliaria,VENDO DEPARTAMENTO DESNIVEL EN CEIBOS NORTE - E. SALCEDO
Entre 10 y 20 años,3,3,Si,"https://www.google.com/maps/place/-2.189413070678711,-79.88906860351562",167,$96.000,Publicado hace 25 días,Dueño Directo,Hermoso Apartamento remodelado urdesa norte
Entre 10 y 20 años,3,6,Si,"https://www.google.com/maps/place/-2.191999912261963,-79.96700286865234",550, $530.000,Publicado hace 24 días,Inmobiliaria,"Hermosa casa de venta en Urb. Puerto Azul, amplio patio con piscina."
Entre 5 y 10 años,7,6,Si,"https://www.google.com/maps/place/-2.2269999980926514,-79.89299774169922",450,$110.000,Publicado hace 24 días,Dueño Directo,Vendo Casa Salinas Sector Dunas
,4,1,Si,"https://www.google.com/maps/place/-2.1700000762939453,-79.9229965209961",456,$37,Publicado hace 25 días,Dueño Directo,Extensor Wifi 20 Megas Velocidad
Entre 20 y 50 años,6,9,Si,"https://www.google.com/maps/place/-2.183000087738037,-79.90699768066406",692, $265.000,Publicado hace 24 días,Dueño Directo,Vendo hermosa casa en Bellavista
Entre 10 y 20 años,3,1,,"https://www.google.com/maps/place/-2.1676712036132812,-79.91558837890625",72, $43.000,Publicado hace 25 días,Dueño Directo,Casa 1 Planta
Hasta 5 años,3,3,Si,"https://www.google.com/maps/place/-1.9570000171661377,-79.91899871826172",160,$78.000,Publicado hace 25 días,Dueño Directo,Ciudadela Loma Vista Villa en Venta
Entre 5 y 10 años,3,4,Si,"https://www.google.com/maps/place/-2.1510000228881836,-79.94200134277344",144, $146.500,Publicado hace 25 días,Dueño Directo,Hermoso Departamento en Ceibos Norte con excelente ubicación
Hasta 5 años,3,2,Si,"https://www.google.com/maps/place/-2.052000045776367,-79.89800262451172",160, $60.000,Publicado hace 25 días,Dueño Directo,casa esquinera de una planta
Entre 10 y 20 años,6,6,Si,"https://www.google.com/maps/place/-2.171,-79.898",288,$170.000,Publicado hace 25 días,Dueño Directo,Vendo Casa 3 Pisos en Quevedo. con Local
Entre 20 y 50 años,3,2,No,"https://www.google.com/maps/place/-2.142714500427246,-79.90637969970703",150,$85.000,Publicado hace 25 días,Dueño Directo,Casa en Alborada 6ta en Venta
,3,4,,"https://www.google.com/maps/place/-2.115999937057495,-79.89199829101562",100,$72.500,Publicado hace 25 días,Dueño Directo,Casa Esquinera por Estrenar Aprovecha Ya
Entre 10 y 20 años,4,5,Si,"https://www.google.com/maps/place/-2.0439999103546143,-80.01200103759766",160,$165.000,Publicado hace 25 días,Inmobiliaria,"La Garzota, Vendo Casa 3 dormitorios 160 mts"
Entre 20 y 50 años,7,7,Si,"https://www.google.com/maps/place/-2.25,-79.89600372314453",157, $160.000,Publicado hace 25 días,Inmobiliaria,En Venta Casa Rentera en Ciudadela Santa Monica - A. MAIDANA - C. HERRERA
Entre 10 y 20 años,4,4,Si,"https://www.google.com/maps/place/-2.2219998836517334,-79.88999938964844",410, $235.000,Publicado hace 25 días,Inmobiliaria,"CENTENARIO, ZONA EXCLUSIVA DEL SUR DE LA CIUDAD, VENDO CASA CON AMPLIOS ESPACIOS"
Entre 10 y 20 años,3,3,No,"https://www.google.com/maps/place/-2.1389999389648438,-79.88800048828125",140, $90.000,Publicado hace 25 días,Inmobiliaria,"SAUCES 2, CERCA AL TERMINAL TERRESTRE, VENDO CASA DE 3 HABITACIONES, PEATONAL"
,4,2,,"https://www.google.com/maps/place/-2.074932813644409,-79.84546661376953",100,$60.000,Publicado hace 25 días,Dueño Directo,Vendo Villa Ciudadela Las Acacias
Entre 10 y 20 años,4,5,,"https://www.google.com/maps/place/-2.244999885559082,-79.9000015258789",151, $80.000,Publicado hace 25 días,Inmobiliaria,VENTA  CASA RENTERA UBICADA EN CIUDADELA SOPEÑA/LA
Entre 10 y 20 años,3,2,,"https://www.google.com/maps/place/-2.2130000591278076,-79.89600372314453",210, $125.000,Publicado hace 25 días,Inmobiliaria,VENTA DEPARTAMENTO - EL ORO ENTRE CHILE Y E.ALFARO/CV
Hasta 5 años,2,2,Si,"https://www.google.com/maps/place/-2.13100004196167,-79.9520034790039",156,$36.000,Publicado hace 25 días,Dueño Directo,Bonita Casa en Venta con Garaje Y Local
Entre 10 y 20 años,3,2,Si,"https://www.google.com/maps/place/-2.1570000648498535,-79.9010009765625",403, $90.000,Publicado hace 25 días,Inmobiliaria,"VENTA DEPARTAMENTO EN CDLA. KENNEDY AVE OLIMPO, 3 DORMITORIOS, PRIMER PISO ALTO/VM"
Entre 5 y 10 años,3,2,Si,"https://www.google.com/maps/place/-2.13700008392334,-79.9209976196289",105, $99.000,Publicado hace 25 días,Inmobiliaria,DEPARTAMENTO DE OPORTUNIDAD CONDOMINIOS SANTORINO
Entre 10 y 20 años,4,4,Si,"https://www.google.com/maps/place/-2.115000009536743,-79.90299987792969",177, $115.000,Publicado hace 25 días,Inmobiliaria,HERMOSA CASA DE DOS PISOS UBICADA EN CDLA SAMANES 1
En construcción,3,5,No,"https://www.google.com/maps/place/-2.0950000286102295,-79.89199829101562",246, $80.000,Publicado hace 25 días,Inmobiliaria,Casa a la venta en Rivera de Los Vergeles. En la AUTOPISTA
Entre 5 y 10 años,2,2,No,"https://www.google.com/maps/place/-2.2090001106262207,-79.91799926757812",40,$30.000,Publicado hace 25 días,Dueño Directo,Venta de Casa Cdla Las Piñas
Entre 5 y 10 años,2,1,No,"https://www.google.com/maps/place/-2.190000057220459,-79.88400268554688",120, $40.000,Publicado hace 25 días,Dueño Directo,"VENDO DEPARTAMENTO EN EL CENTRO/ OFICINA JURIDICA, CONSULTORIO PARA DENTISTA ETC"
Entre 10 y 20 años,4,4,Si,"https://www.google.com/maps/place/-2.1679999828338623,-79.93399810791016",456, $268.900,Publicado hace 25 días,Inmobiliaria,"Casa de Venta en Urb. Los Senderos, Via a la Costa"
Entre 10 y 20 años,3,2,Si,"https://www.google.com/maps/place/-2.1389999389648438,-79.9219970703125",126, $115.000,Publicado hace 25 días,Inmobiliaria,SE VENDE HERMOSA CASA EN SAN FELIPE - H. VALVERDE
Entre 5 y 10 años,1,1,Si,"https://www.google.com/maps/place/-2.134999990463257,-79.91400146484375",51, $75.000,Publicado hace 25 días,Inmobiliaria,Cómodo departamento en venta
Entre 5 y 10 años,5,6,,"https://www.google.com/maps/place/-2.121000051498413,-79.88600158691406",200, $135.000,Publicado hace 25 días,Dueño Directo,CASA DE DOS PISOS CON TERRAZA
Entre 5 y 10 años,5,4,Si,"https://www.google.com/maps/place/-2.125,-79.90299987792969",280,$190.000,Publicado hace 25 días,Inmobiliaria,C109 - Venta Casa en la Alborada 5 dormitorios - Norte Guayaquil - Vendo
Entre 5 y 10 años,5,5,Si,"https://www.google.com/maps/place/-2.183000087738037,-79.98200225830078",614, $480.000,Publicado hace 25 días,Inmobiliaria,C107 - Venta Casa en Portofino Vía a la Costa - 5 dormitorios - 614 Mts.2 - Guayaquil - Vendo
Hasta 5 años,2,2,Si,"https://www.google.com/maps/place/-2.152,-79.893",80,$109.900,Publicado hace 25 días,Inmobiliaria,Vista Al Mar en Playas Porton Del Mar
Hasta 5 años,1,1,No,"https://www.google.com/maps/place/-2.136381149291992,-79.89085388183594",11,$165,Publicado hace 25 días,Dueño Directo,Alquilo Mini Suite Semi Amoblada
Hasta 5 años,8,4,No,"https://www.google.com/maps/place/-2.0889999866485596,-79.91400146484375",105,$85.000,Publicado hace 25 días,Dueño Directo,Se Vende Casa Rentera 3 Plantas
Entre 20 y 50 años,1,4,Si,"https://www.google.com/maps/place/-2.2492194175720215,-79.89070129394531",105, $70.000,Publicado hace 25 días,Dueño Directo,Vendo
,4,2,Si,"https://www.google.com/maps/place/-2.1448798179626465,-79.93216705322266",112, $38.000,Publicado hace 25 días,Dueño Directo,Se Vende Casa
A estrenar,4,3,Si,"https://www.google.com/maps/place/-2.172133207321167,-79.91678619384766",380, $270.000,Publicado hace 25 días,Inmobiliaria,Venta Casa en Urb Puerto Azul Vía Costa
Entre 10 y 20 años,6,3,Si,"https://www.google.com/maps/place/-2.1604785919189453,-79.9390123819584",160,$135.000,Publicado hace 25 días,Dueño Directo,Venta Casa con Departamentos Indepen.
Entre 20 y 50 años,3,3,Si,"https://www.google.com/maps/place/-2.1640000343322754,-79.90699768066406",240, $165.000,Publicado hace 25 días,Inmobiliaria,En venta amplio Departamento en Lomas de Urdesa
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.1438825130462646,-79.85780334472656",115,$98.000,Publicado hace 25 días,Inmobiliaria,Venta Departamento El Porton de Alamos
Hasta 5 años,3,2,No,"https://www.google.com/maps/place/-2.11348295211792,-79.9894790649414",120,$20.000,Publicado hace 25 días,Dueño Directo,Casa en Venta
Hasta 5 años,5,5,Si,"https://www.google.com/maps/place/-2.171485185623169,-79.87755584716797",581, $550.000,Publicado hace 25 días,Inmobiliaria,Venta Casa Portofino
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.2260000705718994,-79.89299774169922",184,$105.000,Publicado hace 25 días,Dueño Directo,"Departamento en venta en cdla. La Saiba - 3 dormitorios - cerca al centenario, cdla 9 de octubre, centro sur."
Entre 10 y 20 años,3,3,Si,"https://www.google.com/maps/place/-2.1710000038146973,-79.9219970703125",135,$85.000,Publicado hace 25 días,Dueño Directo,Venta de Casa
Entre 10 y 20 años,3,2,Si,"https://www.google.com/maps/place/-2.127743721008301,-79.93295288085938",126, $110.000,Publicado hace 25 días,Dueño Directo,Vendo Departamento Urdesa
Entre 10 y 20 años,3,1,Si,"https://www.google.com/maps/place/-2.072000026702881,-79.93499755859375",108, $42.000,Publicado hace 25 días,Dueño Directo,excelente casa
Entre 10 y 20 años,3,3,Si,"https://www.google.com/maps/place/-2.135999917984009,-79.90299987792969",118, $84.900,Publicado hace 25 días,Inmobiliaria,Venta departamento- planta baja  - urb. Saint Gallen  norte (alborada)
Entre 10 y 20 años,8,6,Si,"https://www.google.com/maps/place/-2.2109999656677246,-79.89299774169922",357, $350.000,Publicado hace 25 días,Inmobiliaria,"HERMOSA CASA RENTERA ESQUINERA DE 3 PISOS , SUR CENTRO"
,3,1,,"https://www.google.com/maps/place/-2.2760283946990967,-79.8824234008789",120, $38.500,Publicado hace 25 días,Dueño Directo,Casa Guasmo Lado de Tia de Maternidad Ok
Entre 5 y 10 años,3,4,Si,"https://www.google.com/maps/place/-2.1730000972747803,-79.9229965209961",167, $115.000,Publicado hace 25 días,Dueño Directo,Se Vende Casa en Plaza Madeira
,3,1,,"https://www.google.com/maps/place/-2.188999891281128,-79.88899993896484",140, $33.000,Publicado hace 25 días,Dueño Directo,de Oportunidad Linda Casa Rentera
Entre 20 y 50 años,3,1,Si,"https://www.google.com/maps/place/-2.1449999809265137,-79.9010009765625",160,$68.000,Publicado hace 25 días,Dueño Directo,"Venta casa villa Alborada 3 Tercera etapa, Guayaquil"
Entre 5 y 10 años,6,6,Si,"https://www.google.com/maps/place/-2.1570000648498535,-79.9010009765625",262, $225.000,Publicado hace 25 días,Inmobiliaria,Edificio en Kennedy Norte tres unidades
Entre 10 y 20 años,2,1,No,"https://www.google.com/maps/place/-2.0889999866485596,-79.9010009765625",130, $50.000,Publicado hace 25 días,Inmobiliaria,"Propiedad en venta, Cdla. Los Vergeles."
Entre 10 y 20 años,2,2,No,"https://www.google.com/maps/place/-2.114668130874634,-79.99738311767578",130, $23.000,Publicado hace 25 días,Dueño Directo,Vendo Villa
Hasta 5 años,3,2,No,"https://www.google.com/maps/place/-2.1589999198913574,-79.89700317382812",136,$329.000,Publicado hace 24 días,Dueño Directo,Punta Blanca Entrada 11 Edificio Arrecif
Entre 10 y 20 años,3,3,No,"https://www.google.com/maps/place/-2.1640000343322754,-79.90299987792969",180,$75.000,Publicado hace 24 días,Dueño Directo,Departamento en Venta Excelente Ubicació
Entre 5 y 10 años,4,4,Si,"https://www.google.com/maps/place/-2.190000057220459,-80.00800323486328",300, $195.000,Publicado hace 24 días,Inmobiliaria,"En Venta Casa en urb Vía Al Sol, Vía a la Costa, piscina, parrilla, jardín"
