antigüedad,cuartos,cuartosdebaño,estacionamiento,latlong,metroscuadradostotales,precio,publicado,tipodevendedor,titulo
Entre 5 y 10 años,3,4,Si,"https://www.google.com/maps/place/-2.191999912261963,-79.96700286865234",301, $239.999,Publicado hace 7 hs,Inmobiliaria,VENTA DE CASA EN PUERTO AZUL
Entre 20 y 50 años,6,7,Si,"https://www.google.com/maps/place/-2.125,-79.90299987792969",270, $175.000,Publicado hace 7 hs,Inmobiliaria,"Venta de Casa Rentera en la Alborada, frente al C.C City Mall, Norte de Guayaquil"
A estrenar,2,2,Si,"https://www.google.com/maps/place/-2.1570000648498535,-79.9010009765625",80, $95.000,Publicado hace 17 hs,Inmobiliaria,Departamento a estrenar en Kennedy Norte
Hasta 5 años,1,1,,"https://www.google.com/maps/place/-2.190999984741211,-79.88500213623047",28, $13.000,Publicado hace 6 hs,Dueño Directo,Vendo parqueo amplio norte de Guayaquil Edificio Induauto 9 de Octubre
Entre 5 y 10 años,4,4,Si,"https://www.google.com/maps/place/-2.0989999771118164,-80.10099792480469",246,$90.000,Publicado hace 7 hs,Dueño Directo,"Venta de Departamento en Kennedy Nueva, frente del C.C. Policentro, Norte de Guayaquil."
Entre 10 y 20 años,9,7,,"https://www.google.com/maps/place/-2.161486,-79.917257",1,$170.000,Publicado hace 6 hs,,Casa de venta en Río Centro Sur - Las Terrazas – código:15957
Hasta 5 años,2,1,,"https://www.google.com/maps/place/-2.2180752754211426,-79.94269561767578",144, $18.000,Publicado hace 6 hs,Dueño Directo,Vendo Casa en La Libertad .
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.187000036239624,-79.98100280761719",473, $198.000,Publicado hace 6 hs,Inmobiliaria,"Venta de Casa en la Urb. Belo Horizonte, cerca de C.C Laguna Plaza, Vía a la Costa."
A estrenar,3,3,Si,"https://www.google.com/maps/place/-2.178999900817871,-79.8759994506836",175, $574.700,Publicado hace 6 hs,Inmobiliaria,"Venta de Penthouse en Edificio Santana Lofts, Puerto Santa Ana, cerca del Malecon 2000, Centro de Guayaquil"
,3,2,,"https://www.google.com/maps/place/-2.1894128,-79.8890662",99,$50.000,Publicado hace 8 hs,,"Propiedad en Venta, Cdla. Las Orquídeas. - wasi_1506479"
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.187000036239624,-79.98100280761719",473, $198.000,Publicado hace 6 hs,Inmobiliaria,"Venta de Casa en la Urb. Belo Horizonte, cerca de C.C Costalmar, Vía a la Costa."
Hasta 5 años,4,5,Si,"https://www.google.com/maps/place/-2.1530001163482666,-79.86599731445312",360, $370.000,Publicado hace 6 hs,Inmobiliaria,VENTA DE CASA DE 4 DORMITORIOS EN SAMBORONDON AL NORTE DE GUAYAQUIL
,2,1,,"https://www.google.com/maps/place/-2.0886801,-79.9006795",130,$50.000,Publicado hace 8 hs,,"Propiedad en venta, Cdla. Los Vergeles. - wasi_1506576"
Entre 20 y 50 años,4,5,Si,"https://www.google.com/maps/place/-2.049042224884033,-79.8908920288086",270,$135.000,Publicado hace 8 hs,Inmobiliaria,Alborada 4 Propiedades en 1 Av. Principa
A estrenar,3,3,Si,"https://www.google.com/maps/place/-2.062000036239624,-79.9739990234375",96, $63.950,Publicado hace 8 hs,Inmobiliaria,"Venta de Casa en urb. Villa Bonita Mi lote, Norte de Guyaquil, cerca del Terminal de Pascuales."
A estrenar,3,2,Si,"https://www.google.com/maps/place/-2.119999885559082,-79.96800231933594",170, $37.000,Publicado hace 8 hs,Dueño Directo,OPORTUNIDAD CASA UNA PLANTA ENTRADA DE LA 8 CERCA AV. CASUARINA
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.059999942779541,-79.88600158691406",78,$69.500,Publicado hace 8 hs,Inmobiliaria,VENTA DE PROPIEDAD EN LA URB. PARAÍSO DEL RÍO
,3,3,,"https://www.google.com/maps/place/-2.0603656,-79.8863433",94,$69.500,Publicado hace 8 hs,,"Venta Norte de Guayaquil, Paraíso del Río - wasi_1503020"
A estrenar,2,3,Si,"https://www.google.com/maps/place/-2.1670000553131104,-79.94499969482422",115,$110.000,Publicado hace 8 hs,Inmobiliaria,"Venta de Departamento en Ceibos, cerca del C.C Riocentro Ceibos, Norte de Guayaquil"
Hasta 5 años,2,2,Si,"https://www.google.com/maps/place/-2.1619999408721924,-79.9020004272461",125,$125.000,Publicado hace 8 hs,Inmobiliaria,"Departamento de Venta en Kennedy Norte,  cerca del Parque Lineal, Dep por Estrenar"
Entre 20 y 50 años,4,4,Si,"https://www.google.com/maps/place/-2.1579999923706055,-79.90499877929688",148,$115.000,Publicado hace 8 hs,Inmobiliaria,"Venta de departamento planta baja, 4 dormitorios en Urdesa Norte."
Entre 5 y 10 años,5,5,Si,"https://www.google.com/maps/place/-2.1710000038146973,-79.89800262451172",650,$2.950,Publicado hace 8 hs,Inmobiliaria,Samborondon Rento Casa 5 Habitaciones
Entre 5 y 10 años,3,1,Si,"https://www.google.com/maps/place/-2.132999897003174,-79.87100219726562",60, $63.000,Publicado hace 7 hs,Inmobiliaria,"Venta-Suite 9 puestos, Estadio Barcelona"
Entre 10 y 20 años,4,4,Si,"https://www.google.com/maps/place/-2.13700008392334,-79.90899658203125",160, $85.000,Publicado hace 7 hs,Inmobiliaria,VENTA CASA ALBORADA 10MA ETAPA
Entre 20 y 50 años,4,3,Si,"https://www.google.com/maps/place/-2.1480000019073486,-79.89299774169922",400,$260.000,Publicado hace 7 hs,Inmobiliaria,"Garzota villa grande en venta, muchas habitaciones por desarrollar."
Entre 10 y 20 años,3,2,,"https://www.google.com/maps/place/-2.1579999923706055,-79.90499877929688",367, $110.000,Publicado hace 8 hs,Dueño Directo,VENDO CASA 341.38 m2 TERRENO RESIDENCIAL Y COMERCIAL
Entre 5 y 10 años,4,3,Si,"https://www.google.com/maps/place/-2.191999912261963,-79.96700286865234",330, $250.000,Publicado hace 7 hs,Inmobiliaria,"Venta de Casa de 2 plantas en Urb. Puerto Azul, 330 mts2, Via a la Costa,"
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.1410000324249268,-79.90899658203125",120, $90.000,Publicado hace 7 hs,Inmobiliaria,Venta Departamento Urb. Saint Gallen Norte de Guayaquil
A estrenar,3,4,Si,"https://www.google.com/maps/place/-2.191999912261963,-79.96700286865234",149, $158.131,Publicado hace 7 hs,Inmobiliaria,Via a La Costa Puerto Azul Departamento DE ESTRENO CON ASCENSOR
Entre 5 y 10 años,3,3,,"https://www.google.com/maps/place/-2.052000045776367,-79.89700317382812",101,$110.000,Publicado hace 7 hs,Inmobiliaria,VENTA DEPARTAMENTO VISTA AL RÍO SAMBORONDON AVENIDA LEÓN FEBRES CORDERO
Entre 10 y 20 años,4,4,Si,"https://www.google.com/maps/place/-2.13700008392334,-79.90799713134766",390, $285.000,Publicado hace 7 hs,Inmobiliaria,Venta casa 2 pisos Alborada 10ma etapa
Hasta 5 años,4,4,Si,"https://www.google.com/maps/place/-2.1730000972747803,-79.94400024414062",523, $370.000,Publicado hace 7 hs,Inmobiliaria,Urb. Los Parques Casa en Venta
Hasta 5 años,3,3,Si,"https://www.google.com/maps/place/-2.1519999504089355,-79.94300079345703",250, $185.000,Publicado hace 7 hs,Inmobiliaria,Casa en Venta Ceibos Norte 3 Dormitorios oportunidad
Hasta 5 años,3,4,Si,"https://www.google.com/maps/place/-2.006,-79.964",800,$250.000,Publicado hace 7 hs,Inmobiliaria,Venta de Casa Lago de Capeira Guayaquil
Entre 5 y 10 años,3,4,,"https://www.google.com/maps/place/-2.188999891281128,-79.88899993896484",160,$140.000,Publicado hace 7 hs,Inmobiliaria,Venta Departamento Centro de La Ciudad
A estrenar,3,2,Si,"https://www.google.com/maps/place/-2.1389999389648438,-79.9219970703125",104, $87.000,Publicado hace 7 hs,Inmobiliaria,"Departamentos de venta en San Felipe por estrenar, 3 dormitorios."
Entre 10 y 20 años,5,5,Si,"https://www.google.com/maps/place/-2.2219998836517334,-79.88200378417969",300,$175.000,Publicado hace 1 día,Inmobiliaria,Z VENTA DE HERMOSA CASA EN BARRIO CENTENARIO CON EXCELENTES ACABADOS
Hasta 5 años,4,4,Si,"https://www.google.com/maps/place/-2.058000087738037,-79.90799713134766",115, $115.000,Publicado hace 7 hs,Dueño Directo,"Venta de Casa en Urbanizacion La Perla, Autopista Narcisa de Jesus, Norte de Guayaquil."
Entre 5 y 10 años,4,3,Si,"https://www.google.com/maps/place/-2.18935489654541,-79.88920593261719",180, $100.000,Publicado hace 2 días,Inmobiliaria,La Joya Vendo Casa 4 Habitaciones
A estrenar,4,3,,"https://www.google.com/maps/place/-2.18935489654541,-79.88920593261719",131, $171.000,Publicado hace 3 días,Inmobiliaria,"Venta de Casa en la Urb. Ciudad Celeste, Etapa Arboleda, cerca del C.C Riocentro El Dorado, Samborondon"
A estrenar,5,4,Si,"https://www.google.com/maps/place/-2.0480000972747803,-79.90499877929688",170, $175.000,Publicado hace 3 días,Inmobiliaria,VENDO CASA DE ESTRENO EN URB. EL CONDADO VICOLINCI
A estrenar,3,3,No,"https://www.google.com/maps/place/-2.178999900817871,-79.8759994506836",175, $574.700,Publicado hace 6 hs,Inmobiliaria,"Penthouse en Venta en Edificio Santana Lofts, Puerto Santa Ana, cerca del Malecon 2000, Centro de Guayaquil"
Entre 5 y 10 años,3,2,Si,"https://www.google.com/maps/place/-2.187000036239624,-79.98100280761719",473, $198.000,Publicado hace 6 hs,Inmobiliaria,"Casa en Venta en Urb. Belo Horizonte, cerca del C.C Costalmar, Via a la Costa"
Entre 5 y 10 años,4,4,,"https://www.google.com/maps/place/-2.161486,-79.917257",120,$103.000,Publicado hace 6 hs,,Casa de venta en Urb. Milan  – código:15717
Entre 20 y 50 años,5,5,Si,"https://www.google.com/maps/place/-2.191999912261963,-79.96700286865234",800, $450.000,Publicado hace 6 hs,Inmobiliaria,VENTA CASA ESQUINERA EN PUERTO AZUL
Hasta 5 años,1,2,,"https://www.google.com/maps/place/-2.161486,-79.917257",68,$69.900,Publicado hace 6 hs,,Departamento de venta en Kennedy Norte – código:15311
A estrenar,3,4,Si,"https://www.google.com/maps/place/-2.1640000343322754,-79.90699768066406",130,$125.000,Publicado hace 6 hs,Inmobiliaria,Departamento de Venta Lomas de Urdesa  cerca de Urdesa Central
A estrenar,3,3,Si,"https://www.google.com/maps/place/-2.385999917984009,-80.35399627685547",200, $159.000,Publicado hace 6 hs,Inmobiliaria,"PORTAL AL SOL vendo casa estreno 3 dormitorios, amplio patio"
A estrenar,2,2,Si,"https://www.google.com/maps/place/-2.1700000762939453,-79.89900207519531",82, $115.000,Publicado hace 6 hs,Dueño Directo,Hermoso Departamento Suite Kennedy Norte Atras del Mac Donals Por el San Marino al Norte de Guayaquil
Entre 10 y 20 años,4,5,Si,"https://www.google.com/maps/place/-2.191999912261963,-79.96700286865234",1187, $700.000,Publicado hace 6 hs,Inmobiliaria,Vendo Elegante Casa Esquinera en la Urb. Puerto Azul
Entre 10 y 20 años,2,1,Si,"https://www.google.com/maps/place/-2.078000068664551,-79.91500091552734",119, $62.000,Publicado hace 9 hs,Inmobiliaria,"Casa en Venta, Urbanización Colinas del Maestro, Norte de Guayaquil, Fernando Malaver"
Entre 5 y 10 años,3,1,Si,"https://www.google.com/maps/place/-2.0820000171661377,-79.9229965209961",72, $34.000,Publicado hace 9 hs,Inmobiliaria,"Casa en Venta en Mucho Lote 1 Etapa 7, Norte de Guayaquil"
Entre 20 y 50 años,8,8,,"https://www.google.com/maps/place/-2.190000057220459,-79.9010009765625",240, $150.000,Publicado hace 9 hs,Dueño Directo,SE VENDE CASA RENTERA EN EL CENTRO DE GUAYAQUIL
,3,1,,"https://www.google.com/maps/place/-2.233439,-79.9022867",75,$40.000,Publicado hace 9 hs,,"Venta de Departamento, Condominio Los Jardines - wasi_1517397"
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.0820000171661377,-79.91899871826172",72, $52.000,Publicado hace 9 hs,Inmobiliaria,"Casa en Venta, Urb. Villa España - Barcelona, Norte de Guayaquil"
Hasta 5 años,4,2,Si,"https://www.google.com/maps/place/-2.0840001106262207,-79.96800231933594",72, $63.000,Publicado hace 9 hs,Inmobiliaria,"Casa en Venta, Urb. Ecojardin Etapa II, Vía Pascuales"
Entre 20 y 50 años,4,5,Si,"https://www.google.com/maps/place/-2.1619999408721924,-79.94499969482422",370, $295.000,Publicado hace 9 hs,Dueño Directo,"Venta de casa en Colinas de los Ceibos 4 dormitorios, estudio, cuarto de servicio 5 1/2 baños, piscina"
Entre 10 y 20 años,4,5,Si,"https://www.google.com/maps/place/-2.165,-79.942",230,$158.000,Publicado hace 9 hs,Inmobiliaria,Casa Remodelada en Ceibos Principal
Entre 10 y 20 años,5,6,Si,"https://www.google.com/maps/place/-2.1670000553131104,-79.94400024414062",600, $700.000,Publicado hace 9 hs,Inmobiliaria,Se vende o se Alquila casa en Los Olivos 5 dormitorios
Hasta 5 años,3,4,,"https://www.google.com/maps/place/-2.1410000324249268,-79.88600158691406",255, $249.000,Publicado hace 9 hs,Inmobiliaria,Casa a la venta en Puerto Azul
Entre 10 y 20 años,4,5,Si,"https://www.google.com/maps/place/-2.132999897003174,-79.91300201416016",400, $245.000,Publicado hace 9 hs,Inmobiliaria,"Vendo casa al Norte de Guayaquil ,Alborada X Etapa, Urbanización cerrada"
Hasta 5 años,1,1,Si,"https://www.google.com/maps/place/-2.1519999504089355,-79.90699768066406",50, $110.000,Publicado hace 9 hs,Inmobiliaria,Sector Ciudad Colonvendo Suite Amoblada
Hasta 5 años,2,1,No,"https://www.google.com/maps/place/-2.178999900817871,-79.8759994506836",73, $160.000,Publicado hace 8 hs,Inmobiliaria,"Departamento en Venta, Puerto Santa Ana, Guayaquil"
Entre 5 y 10 años,4,4,Si,"https://www.google.com/maps/place/-2.18935489654541,-79.88920593261719",270,$255.000,Publicado hace 9 hs,Inmobiliaria,Ciudad Celeste Vendo Casa 4 Habitaciones
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.190000057220459,-80.00800323486328",216, $199.000,Publicado hace 8 hs,Inmobiliaria,"Casa en Venta, Urb. Vía al Sol ubicada Vía a la Costa"
Entre 10 y 20 años,4,2,,"https://www.google.com/maps/place/-2.1549999713897705,-79.88999938964844",105, $55.000,Publicado hace 8 hs,Inmobiliaria,"En Venta Casa en Las Orquídeas, Norte de Guayaquil"
Entre 10 y 20 años,7,6,Si,"https://www.google.com/maps/place/-2.118000030517578,-79.89299774169922",226, $148.000,Publicado hace 8 hs,Dueño Directo,VENDO CASA RENTERA EN GUAYACANES
Entre 10 y 20 años,2,3,,"https://www.google.com/maps/place/-2.127000093460083,-79.88999938964844",81, $55.000,Publicado hace 8 hs,Inmobiliaria,"Venta de Casa, Sauces 3, Norte de Guayaquil"
Entre 5 y 10 años,2,2,Si,"https://www.google.com/maps/place/-2.193000078201294,-79.96700286865234",100, $110.000,Publicado hace 8 hs,Inmobiliaria,Departamanto de Venta Via la Costa Urb. Puerto Azul frente a Villa del Bosque
Entre 5 y 10 años,3,3,,"https://www.google.com/maps/place/-2.183000087738037,-79.875",120, $95.000,Publicado hace 8 hs,Inmobiliaria,VENTA DE CASA EN La Joya  de 3 Dormitorios SAMBORONDON AL NORTE DE GUAYAQUIL
A estrenar,3,5,Si,"https://www.google.com/maps/place/-2.184999942779541,-79.97799682617188",130,$175.000,Publicado hace 8 hs,Inmobiliaria,Venta de departamento de Estreno en Via a la Costa Urb. Punta Esmeralda
Entre 20 y 50 años,9,4,Si,"https://www.google.com/maps/place/-2.236999988555908,-79.90299987792969",312, $139.000,Publicado hace 9 hs,Inmobiliaria,"Venta casa Rentera para inversión en Cdla Coviem, Sur de Guayaquil, Paola Riofrio"
Entre 20 y 50 años,5,4,Si,"https://www.google.com/maps/place/-2.2009999752044678,-79.89600372314453",280, $115.000,Publicado hace 9 hs,Inmobiliaria,"Venta Casa Rentera, Centro de Guayaquil, Calle Huancavilca a una cuadra de la calle Ayacucho"
Entre 5 y 10 años,3,4,Si,"https://www.google.com/maps/place/-2.187999963760376,-80",180, $149.000,Publicado hace 9 hs,Inmobiliaria,"Venta Casa Urbanizacion Terranostra, cerca Portal Al Sol, Belo Horizonte, vía a la costa, Norte Guayaquil."
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.1640000343322754,-79.90699768066406",168, $125.000,Publicado hace 9 hs,Inmobiliaria,"Venta de Departamento Lomas Urdesa, cerca Urdesa Central, Norte Guayaquil"
Entre 10 y 20 años,3,2,Si,"https://www.google.com/maps/place/-2.1429998874664307,-79.9000015258789",170, $95.000,Publicado hace 9 hs,Inmobiliaria,"Casa de Venta en Cdla. La Alborada, Tercera Etapa"
Entre 10 y 20 años,3,3,Si,"https://www.google.com/maps/place/-2.1648752689361572,-79.92205047607422",240, $155.000,Publicado hace 9 hs,Inmobiliaria,Casa en Venta Ceibos Urb. Privada
Entre 20 y 50 años,4,4,Si,"https://www.google.com/maps/place/-2.140000104904175,-79.9020004272461",110, $100.000,Publicado hace 9 hs,Inmobiliaria,En Venta Casa Rentera en Cdla. La Alborada VII Etapa
Entre 5 y 10 años,3,4,Si,"https://www.google.com/maps/place/-2.1459999084472656,-79.88300323486328",250, $160.000,Publicado hace 9 hs,Inmobiliaria,"VENDO CASA REMODELADA, EN SAMANES 6"
Entre 10 y 20 años,4,5,Si,"https://www.google.com/maps/place/-2.1659998893737793,-79.87999725341797",205,$205.000,Publicado hace 9 hs,Inmobiliaria,"venta departamento en Urbanizacion Rio Guayas Club, cerca de samborondon y c.c.policentro"
Entre 10 y 20 años,1,2,Si,"https://www.google.com/maps/place/-2.2200000286102295,-79.89199829101562",104,$50.000,Publicado hace 9 hs,Dueño Directo,Vendo Casa en La Pradera 2
Hasta 5 años,4,4,Si,"https://www.google.com/maps/place/-2.187999963760376,-79.98100280761719",189, $179.900,Publicado hace 9 hs,Inmobiliaria,"Venta Casa Belo Horizonte cerca de Puerto Azul y de Laguna Club, Vía a La Costa 1er Retorno, Norte de Guayaquil"
Entre 10 y 20 años,4,5,Si,"https://www.google.com/maps/place/-2.134398937225342,-79.92657470703125",180, $120.000,Publicado hace 9 hs,Inmobiliaria,"Hermosa Casa en Venta en Urb
san Felipe"
Hasta 5 años,2,2,Si,"https://www.google.com/maps/place/-2.181999921798706,-79.97000122070312",84, $155.000,Publicado hace 9 hs,Inmobiliaria,"Venta Departamento Bosques de la Costa, cerca Puerto Azul, Belo Horizonte, Vía a la Costa, Norte Guayaquil, De Estreno"
Entre 10 y 20 años,3,2,Si,"https://www.google.com/maps/place/-2.1710000038146973,-79.9219970703125",90, $63.000,Publicado hace 9 hs,Dueño Directo,"Venta de Departamento en Alamos Norte, cerca del C.C Riocentro Norte, Norte de Guayaquil"
Entre 10 y 20 años,2,2,Si,"https://www.google.com/maps/place/-2.1549999713897705,-79.88999938964844",105, $55.000,Publicado hace 9 hs,Inmobiliaria,"Venta de Casa, Las Orquídeas, Norte de Guayaquil"
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.196000099182129,-79.91500091552734",150, $159.000,Publicado hace 9 hs,Inmobiliaria,"Venta de Departamento en el Malecón Salinas, Santa Elena"
Entre 5 y 10 años,3,3,Si,"https://www.google.com/maps/place/-2.190000057220459,-80.00800323486328",216,$199.000,Publicado hace 9 hs,Inmobiliaria,"Se vende hermosa casa en Urb. VÍA AL SOL, VÍA LA COSTA Guayaquil"
Entre 20 y 50 años,4,4,Si,"https://www.google.com/maps/place/-2.164440155029297,-79.89893964851777",148,$115.000,Publicado hace 9 hs,Dueño Directo,Departamento Planta Baja Urdesa Norte
Hasta 5 años,2,1,No,"https://www.google.com/maps/place/-2.2660000324249268,-79.8740005493164",10, ,Publicado hace 9 hs,Dueño Directo,SE ALQUILA UN DEPARTAMENTO
Hasta 5 años,3,5,Si,"https://www.google.com/maps/place/-2.1670000553131104,-79.94499969482422",250, $250.000,Publicado hace 9 hs,Dueño Directo,VENTA DE DEPARTAMENTO EN CEIBOS URBANIZACIÓN LAS CUMBRES
En construcción,4,4,Si,"https://www.google.com/maps/place/-2.2039999961853027,-80.05999755859375",170, $130.000,Publicado hace 9 hs,Inmobiliaria,"Venta Casa en Valle Alto Primera etapa, Vía a la Costa, cerca de Urb. Costa Real y Villa del Bosque, Norte de Guayaquil"
Hasta 5 años,1,2,Si,"https://www.google.com/maps/place/-2.231,-79.944",68,$15.000,Publicado hace 9 hs,Dueño Directo,Se Vende Casa Oportunidad Negociable
Entre 5 y 10 años,4,4,Si,"https://www.google.com/maps/place/-2.181999921798706,-79.98500061035156",240, $189.900,Publicado hace 9 hs,Inmobiliaria,VENTA DE CASA VIA A LA COSTA PORTOVITA
Entre 10 y 20 años,2,2,Si,"https://www.google.com/maps/place/-2.188999891281128,-79.88899993896484",250,$60.000,Publicado hace 9 hs,Dueño Directo,VENDO CASA EN SALINAS DE OPORTUNIDAD!!
